Key,Activities,Address,Charity,Complete,Created,Description,Donations,Link,MostRecentDonation,Operates,Postcode,Raised
0,,"PO Box 2488,  Watford,Hertfordshire  WD18 1YL","Al-Mizan Charitable Trust",False,2020-07-08,"Al-Mizan Charitable Trust (charity no. 1135752) supports people living in poverty across the UK, regardless of their faith or cultural background.  Although Britain is seen as a wealthy country, one in five people live below the official poverty line and struggle with the rising costs of living.  The Trust provides small grants, which help with the costs of education and training, employment and enterprise, household items, medical and mobility, and subsistence. The Trust also distributes Food Parcels, Back to School Backpacks, Winter Warmer Packs, and Mother & Baby Kits.","2020-08-08 100/2020-08-04 160/2020-08-02 100/2020-08-02 15/2020-08-02 35/2020-08-02 40/2020-08-02 10/2020-07-29 50/2020-07-29 25/2020-07-29 100/2020-07-28 50/2020-07-27 15/2020-07-25 10/2020-07-25 15/2020-07-25 50/2020-07-24 8/2020-07-24 10/2020-07-24 20/2020-07-24 50/2020-07-24 30/2020-07-24 30/2020-07-24 10/2020-07-24 15/2020-07-24 15/2020-07-24 5/2020-07-23 20/2020-07-23 20/2020-07-23 20/2020-07-22 100/2020-07-22 30/2020-07-21 20/2020-07-19 500/2020-07-19 250/2020-07-19 25/2020-07-18 15/2020-07-17 50/2020-07-15 50/2020-07-15 30/2020-07-15 15/2020-07-15 10/2020-07-15 10/2020-07-12 30/2020-07-09 30/2020-07-09 30/2020-07-08 50/2020-07-08 10/2020-07-08 30/2020-07-08 20",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=HoHSunsationalSummerHomelessCampaign&pageUrl=6&isTeam=true,2020-08-08,,,2598
1,"The relief of poverty","Baptist Church,Victoria Street  Windsor,Berkshire  SL4 1EH","Windsor Homeless Project",False,2020-06-24,,"2020-07-02 10/2020-06-30 50/2020-06-29 15/2020-06-29 15/2020-06-29 30/2020-06-29 50/2020-06-29 50/2020-06-28 50/2020-06-27 10/2020-06-27 10/2020-06-27 20/2020-06-26 20/2020-06-26 10/2020-06-26 15/2020-06-26 30/2020-06-26 20/2020-06-26 50/2020-06-26 10/2020-06-26 10/2020-06-26 10/2020-06-26 20/2020-06-26 30/2020-06-26 30/2020-06-26 30/2020-06-26 10/2020-06-26 10/2020-06-26 20/2020-06-26 10/2020-06-26 10/2020-06-25 50/2020-06-24 25",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=RSSVirtualSleepOutforWindsorHomeless&pageUrl=2&isTeam=true,2020-07-02,Nottinghamshire,"NG1 5EL",780
2,,"Bournemouth Ymca,Delta House  56 Westover Road,Bournemouth  BH1 2BS","Bournemouth Young Men's Christian Association",True,,"We believe in helping people build a better future – help us combat youth homelessness and enable positive change for young people’s lives. YMCA Bournemouth enables people to develop their full potential in mind, body and spirit. We also support vulnerable people by creating supportive communities where everyone can truly belong, contribute & thrive. The YMCA’s vision is of an inclusive Christian Movement, transforming communities so that everyone truly belongs, contributes and thrives. Here at the YMCA there are a diverse range of programmes helping to serve the needs of the local community from housing, youth work and children’s work to health and fitness. We support children, young people and their families to become all that they can be. The YMCA helps some of the most vulnerable people facing homelessness and provides a safe place to stay with holistic support. Our residents are from all different backgrounds – here is an interview with an Ex-Military Personnel who suffered from Post-Traumatic Stress Disorder and had to leave the army finding himself homeless. Anyone could suddenly find themselves unable to work and YMCA are there to offer a safe place to stay with holistic support needed to return to independent living",,https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=HopeforHomeless&pageUrl=1&isTeam=true,,Shropshire,,0
3,"The relief of poverty","Baptist Church,Victoria Street  Windsor,Berkshire  SL4 1EH","Windsor Homeless Project",False,2020-06-24,,"2020-07-02 10/2020-06-30 50/2020-06-29 15/2020-06-29 15/2020-06-29 30/2020-06-29 50/2020-06-29 50/2020-06-28 50/2020-06-27 10/2020-06-27 10/2020-06-27 20/2020-06-26 20/2020-06-26 10/2020-06-26 15/2020-06-26 30/2020-06-26 20/2020-06-26 50/2020-06-26 10/2020-06-26 10/2020-06-26 10/2020-06-26 20/2020-06-26 30/2020-06-26 30/2020-06-26 30/2020-06-26 10/2020-06-26 10/2020-06-26 20/2020-06-26 10/2020-06-26 10/2020-06-25 50/2020-06-24 25",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=RSSVirtualSleepOutforWindsorHomeless&pageUrl=2&isTeam=true,2020-07-02,Nottinghamshire,"NG1 5EL",780
4,"The relief of poverty","Baptist Church,Victoria Street  Windsor,Berkshire  SL4 1EH","Windsor Homeless Project",False,2020-06-24,,"2020-07-02 10/2020-06-30 50/2020-06-29 15/2020-06-29 15/2020-06-29 30/2020-06-29 50/2020-06-29 50/2020-06-28 50/2020-06-27 10/2020-06-27 10/2020-06-27 20/2020-06-26 20/2020-06-26 10/2020-06-26 15/2020-06-26 30/2020-06-26 20/2020-06-26 50/2020-06-26 10/2020-06-26 10/2020-06-26 10/2020-06-26 20/2020-06-26 30/2020-06-26 30/2020-06-26 30/2020-06-26 10/2020-06-26 10/2020-06-26 20/2020-06-26 10/2020-06-26 10/2020-06-25 50/2020-06-24 25",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=RSSVirtualSleepOutforWindsorHomeless&pageUrl=2&isTeam=true,2020-07-02,Nottinghamshire,"NG1 5EL",780
5,"The relief of poverty","Baptist Church,Victoria Street  Windsor,Berkshire  SL4 1EH","Windsor Homeless Project",True,2020-06-15,,"2020-06-26 10/2020-06-26 20/2020-06-26 10/2020-06-26 25/2020-06-25 30/2020-06-25 30/2020-06-25 20/2020-06-23 30/2020-06-23 30/2020-06-15 20",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=ArtiSharmaGrey&pageUrl=1,2020-06-26,Nottinghamshire,"NG1 5EL",225
6,,"1 John Street,  Swindon,Wiltshire  SN1 1RT",Threshold,True,,"Threshold is a Swindon based charity for single homeless people providing quality caring services and supportive hostel accommodation with resettlement programmes.     Threshold Strategic Objectives are: 1) To prevent homelessness 2) To alleviate the associated social exclusion of homelessness and actively assist recovery from its effects 3) Influence policy that affects homeless and socially excluded people  We support over 750 people each year. We do this through our street outreach service which helps those sleeping on the Swindon's streets and through our move-on projects and  resettlement hostels.  Welcoming vulnerable homeless people into our projects is only part of our role; preparing them to live independently is just as important. Our sources of income are grants from government and charitable foundations and trusts and licence fee income. However, we also rely upon the continued generosity of members of the public and our supporters just like you. Please help us continue to give homeless people the chance to change.",,https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=BernieWoulfe&pageUrl=1,,"Devon, Dorset",,0
7,"The aim is to raise funds to support Holy Apostles Primary School children.","Coggans Well House Phoenix Lane,  Tiverton,Devon  EX16 6LU","Churches Housing Action Team mid Devon Limited",False,2020-05-10,"2020 marks 25 Years of tackling homelessness, avoiding evictions and bringing hope. Our advisors help those who are living rough, facing eviction or in any housing need across Mid Devon.  We can also can help address debt issues. The service is offered free of charge to our clients. Currently we are supporting over 800 per annum. We also run a food bank and provide shower and clothes-washing facilities for those who are living on the streets. For the 'Homeless 4 a Night event' go to: https:/****/fun-sleep",,https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=CarolineSides&pageUrl=1,2020-05-10,Gloucestershire,"GL52 6QZ",25
8,,"1st Floor,Gracemead House, Woods Avenue  Hatfield,Hertfordshire  AL10 8HX","Herts Young Homeless",True,2020-05-22,"Herts Young Homeless – making a difference to the lives of young homeless people  At hyh, we believe that every young person deserves a safe, warm and comfortable home. We’re committed to making a real difference to the lives of young people aged 16 - 24 in the local community who are homeless or threatened with homelessness. We offer support, advice and information and help them achieve the skills they need to be able to live independently. We work closely with vulnerable people and their families, using mediation to help them stay in their homes whenever we can, and if that’s not possible, providing practical solutions and crisis intervention to make sure they feel safe and secure in their new environment.  hyh also gives valuable support to groups with specific needs, such as care leavers, young offenders, those with mental health issues and people recovering from drug and alcohol abuse. We want to make sure they have a firm base for a brighter future – and your fundraising activities are an essential part of this. Where will the money go?  All the funds you raise will contribute towards helping vulnerable young people who are either homeless or faced with homelessness find a safe place to live, receive support when they need it and have someone to turn to when they feel they have nowhere else to go. Most of all, you’ll be giving them hope and a real opportunity for a positive future.       ","2020-05-30 100/2020-05-30 120/2020-05-25 30/2020-05-22 50",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=ChrisNewall&pageUrl=1,2020-05-30,"Throughout London",,300
9,"The aim is to raise funds to support Holy Apostles Primary School children.","Coggans Well House Phoenix Lane,  Tiverton,Devon  EX16 6LU","Churches Housing Action Team mid Devon Limited",False,2020-05-10,"2020 marks 25 Years of tackling homelessness, avoiding evictions and bringing hope. Our advisors help those who are living rough, facing eviction or in any housing need across Mid Devon.  We can also can help address debt issues. The service is offered free of charge to our clients. Currently we are supporting over 800 per annum. We also run a food bank and provide shower and clothes-washing facilities for those who are living on the streets. For the 'Homeless 4 a Night event' go to: https:/****/fun-sleep","2020-05-21 10/2020-05-15 30/2020-05-12 20/2020-05-12 25/2020-05-12 10/2020-05-11 30",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=TheFoordSleep0ut&pageUrl=1&isTeam=true,2020-05-21,Gloucestershire,"GL52 6QZ",186
