Activities,Address,Charity,CharityDescription,Complete,Created,Donations,Link,MostRecentDonation,Operates,Postcode,Raised
,"1st Floor,Gracemead House, Woods Avenue  Hatfield,Hertfordshire  AL10 8HX","Herts Young Homeless","Herts Young Homeless – making a difference to the lives of young homeless people  At hyh, we believe that every young person deserves a safe, warm and comfortable home. We’re committed to making a real difference to the lives of young people aged 16 - 24 in the local community who are homeless or threatened with homelessness. We offer support, advice and information and help them achieve the skills they need to be able to live independently. We work closely with vulnerable people and their families, using mediation to help them stay in their homes whenever we can, and if that’s not possible, providing practical solutions and crisis intervention to make sure they feel safe and secure in their new environment.  hyh also gives valuable support to groups with specific needs, such as care leavers, young offenders, those with mental health issues and people recovering from drug and alcohol abuse. We want to make sure they have a firm base for a brighter future – and your fundraising activities are an essential part of this. Where will the money go?  All the funds you raise will contribute towards helping vulnerable young people who are either homeless or faced with homelessness find a safe place to live, receive support when they need it and have someone to turn to when they feel they have nowhere else to go. Most of all, you’ll be giving them hope and a real opportunity for a positive future.       ",False,2021-07-01,"2021-07-23 75/2021-07-20 10/2021-07-19 30/2021-07-18 10/2021-07-18 10/2021-07-18 5/2021-07-15 30/2021-07-11 50/2021-07-10 20/2021-07-06 10/2021-07-02 20/2021-07-02 30/2021-07-02 50/2021-07-01 10/2021-07-01 10/2021-07-01 20/2021-07-01 20/2021-07-01 10/2021-07-01 10/2021-07-01 15/2021-07-01 30/2021-07-01 25/2021-07-01 10/2021-07-01 10",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=LangleyserveforHertsYoungHomeless&pageUrl=3&isTeam=true,2021-07-23,,,620
,"St. Basil,Heath Mill Lane  Birmingham,  B9 4AX","St Basils","St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils.Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness.  ",False,2021-07-20,"2021-08-02 10/2021-07-29 5/2021-07-26 185/2021-07-25 20/2021-07-25 30/2021-07-25 20/2021-07-25 20/2021-07-25 20/2021-07-23 185/2021-07-23 20/2021-07-23 10/2021-07-23 20/2021-07-22 20/2021-07-22 10/2021-07-22 50/2021-07-22 20/2021-07-22 20/2021-07-22 30/2021-07-22 20/2021-07-22 20/2021-07-21 10/2021-07-20 50/2021-07-20 10/2021-07-20 50/2021-07-20 50/2021-07-20 50",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=BrothersUnitedHikeforHomeless2021&pageUrl=1&isTeam=true,2021-08-02,,,1185
,"1st Floor,Gracemead House, Woods Avenue  Hatfield,Hertfordshire  AL10 8HX","Herts Young Homeless","Herts Young Homeless – making a difference to the lives of young homeless people  At hyh, we believe that every young person deserves a safe, warm and comfortable home. We’re committed to making a real difference to the lives of young people aged 16 - 24 in the local community who are homeless or threatened with homelessness. We offer support, advice and information and help them achieve the skills they need to be able to live independently. We work closely with vulnerable people and their families, using mediation to help them stay in their homes whenever we can, and if that’s not possible, providing practical solutions and crisis intervention to make sure they feel safe and secure in their new environment.  hyh also gives valuable support to groups with specific needs, such as care leavers, young offenders, those with mental health issues and people recovering from drug and alcohol abuse. We want to make sure they have a firm base for a brighter future – and your fundraising activities are an essential part of this. Where will the money go?  All the funds you raise will contribute towards helping vulnerable young people who are either homeless or faced with homelessness find a safe place to live, receive support when they need it and have someone to turn to when they feel they have nowhere else to go. Most of all, you’ll be giving them hope and a real opportunity for a positive future.       ",False,2021-07-01,"2021-07-23 75/2021-07-20 10/2021-07-19 30/2021-07-18 10/2021-07-18 10/2021-07-18 5/2021-07-15 30/2021-07-11 50/2021-07-10 20/2021-07-06 10/2021-07-02 20/2021-07-02 30/2021-07-02 50/2021-07-01 10/2021-07-01 10/2021-07-01 20/2021-07-01 20/2021-07-01 10/2021-07-01 10/2021-07-01 15/2021-07-01 30/2021-07-01 25/2021-07-01 10/2021-07-01 10",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=LangleyserveforHertsYoungHomeless&pageUrl=3&isTeam=true,2021-07-23,,,620
,"1st Floor,Gracemead House, Woods Avenue  Hatfield,Hertfordshire  AL10 8HX","Herts Young Homeless","Herts Young Homeless – making a difference to the lives of young homeless people  At hyh, we believe that every young person deserves a safe, warm and comfortable home. We’re committed to making a real difference to the lives of young people aged 16 - 24 in the local community who are homeless or threatened with homelessness. We offer support, advice and information and help them achieve the skills they need to be able to live independently. We work closely with vulnerable people and their families, using mediation to help them stay in their homes whenever we can, and if that’s not possible, providing practical solutions and crisis intervention to make sure they feel safe and secure in their new environment.  hyh also gives valuable support to groups with specific needs, such as care leavers, young offenders, those with mental health issues and people recovering from drug and alcohol abuse. We want to make sure they have a firm base for a brighter future – and your fundraising activities are an essential part of this. Where will the money go?  All the funds you raise will contribute towards helping vulnerable young people who are either homeless or faced with homelessness find a safe place to live, receive support when they need it and have someone to turn to when they feel they have nowhere else to go. Most of all, you’ll be giving them hope and a real opportunity for a positive future.       ",False,2021-07-01,"2021-07-23 75/2021-07-20 10/2021-07-19 30/2021-07-18 10/2021-07-18 10/2021-07-18 5/2021-07-15 30/2021-07-11 50/2021-07-10 20/2021-07-06 10/2021-07-02 20/2021-07-02 30/2021-07-02 50/2021-07-01 10/2021-07-01 10/2021-07-01 20/2021-07-01 20/2021-07-01 10/2021-07-01 10/2021-07-01 15/2021-07-01 30/2021-07-01 25/2021-07-01 10/2021-07-01 10",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=LangleyserveforHertsYoungHomeless&pageUrl=3&isTeam=true,2021-07-23,,,620
,"1st Floor,Gracemead House, Woods Avenue  Hatfield,Hertfordshire  AL10 8HX","Herts Young Homeless","Herts Young Homeless – making a difference to the lives of young homeless people  At hyh, we believe that every young person deserves a safe, warm and comfortable home. We’re committed to making a real difference to the lives of young people aged 16 - 24 in the local community who are homeless or threatened with homelessness. We offer support, advice and information and help them achieve the skills they need to be able to live independently. We work closely with vulnerable people and their families, using mediation to help them stay in their homes whenever we can, and if that’s not possible, providing practical solutions and crisis intervention to make sure they feel safe and secure in their new environment.  hyh also gives valuable support to groups with specific needs, such as care leavers, young offenders, those with mental health issues and people recovering from drug and alcohol abuse. We want to make sure they have a firm base for a brighter future – and your fundraising activities are an essential part of this. Where will the money go?  All the funds you raise will contribute towards helping vulnerable young people who are either homeless or faced with homelessness find a safe place to live, receive support when they need it and have someone to turn to when they feel they have nowhere else to go. Most of all, you’ll be giving them hope and a real opportunity for a positive future.       ",False,2021-07-01,"2021-07-23 75/2021-07-20 10/2021-07-19 30/2021-07-18 10/2021-07-18 10/2021-07-18 5/2021-07-15 30/2021-07-11 50/2021-07-10 20/2021-07-06 10/2021-07-02 20/2021-07-02 30/2021-07-02 50/2021-07-01 10/2021-07-01 10/2021-07-01 20/2021-07-01 20/2021-07-01 10/2021-07-01 10/2021-07-01 15/2021-07-01 30/2021-07-01 25/2021-07-01 10/2021-07-01 10",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=LangleyserveforHertsYoungHomeless&pageUrl=3&isTeam=true,2021-07-23,,,620
,"1st Floor,Gracemead House, Woods Avenue  Hatfield,Hertfordshire  AL10 8HX","Herts Young Homeless","Herts Young Homeless – making a difference to the lives of young homeless people  At hyh, we believe that every young person deserves a safe, warm and comfortable home. We’re committed to making a real difference to the lives of young people aged 16 - 24 in the local community who are homeless or threatened with homelessness. We offer support, advice and information and help them achieve the skills they need to be able to live independently. We work closely with vulnerable people and their families, using mediation to help them stay in their homes whenever we can, and if that’s not possible, providing practical solutions and crisis intervention to make sure they feel safe and secure in their new environment.  hyh also gives valuable support to groups with specific needs, such as care leavers, young offenders, those with mental health issues and people recovering from drug and alcohol abuse. We want to make sure they have a firm base for a brighter future – and your fundraising activities are an essential part of this. Where will the money go?  All the funds you raise will contribute towards helping vulnerable young people who are either homeless or faced with homelessness find a safe place to live, receive support when they need it and have someone to turn to when they feel they have nowhere else to go. Most of all, you’ll be giving them hope and a real opportunity for a positive future.       ",False,2021-07-01,"2021-07-23 75/2021-07-20 10/2021-07-19 30/2021-07-18 10/2021-07-18 10/2021-07-18 5/2021-07-15 30/2021-07-11 50/2021-07-10 20/2021-07-06 10/2021-07-02 20/2021-07-02 30/2021-07-02 50/2021-07-01 10/2021-07-01 10/2021-07-01 20/2021-07-01 20/2021-07-01 10/2021-07-01 10/2021-07-01 15/2021-07-01 30/2021-07-01 25/2021-07-01 10/2021-07-01 10",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=LangleyserveforHertsYoungHomeless&pageUrl=3&isTeam=true,2021-07-23,,,620
,"Boho One Bridge Street West,  Middlesbrough,North Yorkshire  TS2 1AE","CEO Sleepout UK",,False,2020-10-05,"2020-10-30 20/2020-10-09 15/2020-10-09 15/2020-10-09 20/2020-10-09 25/2020-10-09 20/2020-10-08 20/2020-10-07 30/2020-10-07 20/2020-10-07 30/2020-10-07 15/2020-10-07 20/2020-10-07 10/2020-10-07 20/2020-10-06 15/2020-10-06 10/2020-10-06 30/2020-10-06 50/2020-10-06 50/2020-10-06 10/2020-10-06 20/2020-10-05 50",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=AdrianMcNay1&pageUrl=1,2020-10-30,,,610
,"St. Basil,Heath Mill Lane  Birmingham,  B9 4AX","St Basils","St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils.Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness.  ",False,2021-06-08,"2021-07-27 36/2021-07-27 10/2021-07-24 10/2021-07-23 10/2021-07-23 5/2021-07-23 5/2021-07-21 40/2021-07-04 10/2021-07-02 10/2021-07-02 15/2021-07-02 15",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=AlexisOlvera&pageUrl=1,2021-07-27,,,176
,"10a Wellesley Terrace,  London,  N1 7NA","Fashion Awareness Direct","We are an award-winning charity which offers young people the opportunity to get ahead with their creative careers.  WE ARE FASHIONING FUTURES  -  We specialise in professional fashion workshops, competitions and live industry experiences. Our projects bring creative young people and professionals together to learn from each other, equipping them with the skills, knowledge and resilience they need to succeed. WE ARE A CREATIVE COMMUNITY - Our young people enjoy on-going support, as well as using their personal experiences to inspire their peers. WE STRIVE FOR A MORE INCLUSIVE FASHION INDUSTRY - We believe that talented young people should be able to progress and thrive, regardless of their personal circumstances, financial situation or ethnic background. OUR ETHOS PLACES THE PERSON AT THE HEART OF DESIGN - We challenge young people to expand their horizons, finding inspiration in culture, social trends and each other. We believe in original thought, creative expression and respect and dignity for the individual.  ",True,,,https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=AmiraMbarki&pageUrl=1,,,,0
,"St. Basil,Heath Mill Lane  Birmingham,  B9 4AX","St Basils","St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils, St Basils.Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness, Youth Homelessness.  ",False,2021-07-01,"2021-08-22 20/2021-08-18 50/2021-08-18 10/2021-08-18 50/2021-08-17 10/2021-08-17 15/2021-08-17 15/2021-08-17 30/2021-07-28 10/2021-07-28 20/2021-07-28 20/2021-07-27 30/2021-07-27 20/2021-07-26 25/2021-07-26 30/2021-07-26 20/2021-07-26 5/2021-07-24 50/2021-07-23 30/2021-07-23 20/2021-07-22 30/2021-07-22 30/2021-07-22 30/2021-07-22 50/2021-07-22 29/2021-07-22 5/2021-07-21 10/2021-07-21 25/2021-07-21 30/2021-07-20 50/2021-07-19 20/2021-07-19 20/2021-07-16 20/2021-07-16 20/2021-07-10 15/2021-07-01 15",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=BWBConsultingLtd&pageUrl=1,2021-08-22,,,951
