Key,Activities,Address,Charity,Complete,Created,Description,Donations,Link,MostRecentDonation,Operates,Postcode,Raised
0,,"Sifa Fireside,48-52 Allcock Street  Birmingham,  B94DY","Sifa Fireside",False,2021-01-09,,"2021-02-20 7/2021-02-20 1/2021-02-19 1/2021-02-19 1/2021-02-19 1/2021-02-19 15/2021-02-19 5/2021-02-19 3/2021-02-19 10/2021-02-19 15/2021-02-19 5/2021-02-19 1/2021-02-19 5/2021-02-19 5/2021-02-19 3/2021-02-19 4/2021-02-19 15/2021-02-19 1/2021-02-19 1/2021-02-19 1/2021-02-19 1/2021-02-19 1/2021-02-19 10/2021-02-19 5/2021-02-18 2/2021-02-18 5/2021-02-18 5/2021-02-18 15/2021-02-18 4/2021-02-18 5/2021-02-18 10/2021-02-17 10/2021-02-17 5/2021-02-17 5/2021-02-17 20/2021-02-17 15/2021-02-17 1/2021-02-17 5/2021-02-16 5/2021-02-15 15/2021-02-15 10/2021-02-15 5/2021-02-15 3/2021-02-15 3/2021-02-13 30/2021-02-13 30/2021-02-13 50/2021-02-13 50/2021-02-13 50/2021-02-12 10/2021-02-12 10/2021-02-11 1/2021-02-11 3/2021-02-09 1/2021-02-09 10/2021-02-08 10/2021-02-08 15/2021-02-08 5/2021-02-08 1/2021-02-07 10/2021-02-07 5/2021-02-07 5/2021-02-07 10/2021-02-07 10/2021-02-05 3/2021-02-05 10/2021-02-05 5/2021-02-05 10/2021-02-04 10/2021-02-04 5/2021-02-04 2/2021-02-04 5/2021-02-04 10/2021-02-04 10/2021-02-04 5/2021-02-04 3/2021-02-03 10/2021-02-03 5/2021-02-03 5/2021-02-03 2/2021-02-03 5/2021-02-03 5/2021-02-03 5/2021-02-03 5/2021-02-03 15/2021-02-03 5/2021-02-03 2/2021-02-03 3/2021-02-03 10/2021-02-03 15/2021-02-03 5/2021-02-03 3/2021-02-03 5/2021-02-03 5/2021-02-03 5/2021-02-03 10/2021-02-02 4/2021-02-02 3/2021-02-02 50/2021-02-02 4/2021-02-02 5/2021-02-02 5/2021-02-02 7/2021-02-02 5/2021-02-02 10/2021-02-02 2/2021-02-02 1/2021-02-02 5/2021-02-02 5/2021-02-02 2/2021-02-02 5/2021-02-02 15/2021-02-02 5/2021-02-02 10/2021-02-02 5/2021-02-02 10/2021-02-02 5/2021-02-02 7/2021-02-02 5/2021-02-02 10/2021-02-02 3/2021-02-02 1/2021-02-02 3/2021-02-02 10/2021-02-02 5/2021-02-02 5/2021-02-02 10/2021-02-02 5/2021-02-02 5/2021-02-02 3/2021-02-02 5/2021-02-02 3/2021-02-02 5/2021-02-02 5/2021-02-02 25/2021-02-02 5/2021-02-02 2/2021-02-02 10/2021-02-02 5/2021-02-02 5/2021-02-02 15/2021-02-02 10/2021-02-02 10/2021-02-02 10/2021-02-02 5/2021-02-02 5/2021-02-02 5/2021-02-02 4/2021-02-02 5/2021-02-01 5/2021-02-01 5/2021-02-01 5/2021-02-01 1/2021-02-01 5/2021-02-01 4/2021-02-01 30/2021-02-01 5/2021-02-01 5/2021-02-01 30/2021-02-01 2/2021-02-01 5/2021-02-01 2/2021-02-01 5/2021-02-01 5/2021-02-01 5/2021-02-01 10/2021-02-01 5/2021-02-01 5/2021-02-01 200/2021-02-01 5/2021-02-01 10/2021-02-01 3/2021-02-01 2/2021-02-01 1/2021-02-01 1/2021-02-01 5/2021-02-01 2/2021-02-01 3/2021-02-01 10/2021-02-01 15/2021-02-01 10/2021-02-01 3/2021-02-01 3/2021-02-01 3/2021-02-01 5/2021-02-01 30/2021-02-01 20/2021-02-01 10/2021-02-01 1/2021-02-01 5/2021-02-01 10/2021-02-01 15/2021-02-01 15/2021-02-01 15/2021-02-01 15/2021-01-09 15",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=UoBHelptheHomelessSociety&pageUrl=4,2021-02-20,,,1846
1,,"1 John Street,  Swindon,Wiltshire  SN1 1RT",Threshold,False,2020-11-26,"Threshold is a Swindon based charity for single homeless people providing quality caring services and supportive hostel accommodation with resettlement programmes.     Threshold Strategic Objectives are: 1) To prevent homelessness 2) To alleviate the associated social exclusion of homelessness and actively assist recovery from its effects 3) Influence policy that affects homeless and socially excluded people  We support over 750 people each year. We do this through our street outreach service which helps those sleeping on the Swindon's streets and through our move-on projects and  resettlement hostels.  Welcoming vulnerable homeless people into our projects is only part of our role; preparing them to live independently is just as important. Our sources of income are grants from government and charitable foundations and trusts and licence fee income. However, we also rely upon the continued generosity of members of the public and our supporters just like you. Please help us continue to give homeless people the chance to change.","2020-12-29 10/2020-12-29 10/2020-12-13 10/2020-12-13 10/2020-12-12 15/2020-12-12 10/2020-12-11 50/2020-12-11 20/2020-12-11 15/2020-12-10 10/2020-12-10 10/2020-12-10 50/2020-12-08 15/2020-12-07 10/2020-12-07 25/2020-12-07 20/2020-12-07 2/2020-12-06 20/2020-12-06 5/2020-12-06 2/2020-12-06 2/2020-12-03 100/2020-12-02 20/2020-11-28 50/2020-11-27 15/2020-11-26 50",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=CTISupportingTheHomelessBubble2020&pageUrl=1&isTeam=true,2020-12-29,"Devon, Dorset",,731
2,,"6th Floor,Central House 25 Camperdown Street  London,London  E1 8DZ","End Youth Homelessness",True,,,,https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=FZYEndYouthHomelessness&pageUrl=4&isTeam=true,,"North Yorkshire",,0
3,,"6th Floor,Central House 25 Camperdown Street  London,London  E1 8DZ","End Youth Homelessness",True,,,,https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=FZYEndYouthHomelessness&pageUrl=4&isTeam=true,,"North Yorkshire",,0
4,,"Boho One Bridge Street West,  Middlesbrough,North Yorkshire  TS2 1AE","CEO Sleepout UK",False,2020-10-05,,"2020-10-30 20/2020-10-09 15/2020-10-09 15/2020-10-09 20/2020-10-09 25/2020-10-09 20/2020-10-08 20/2020-10-07 30/2020-10-07 20/2020-10-07 30/2020-10-07 15/2020-10-07 20/2020-10-07 10/2020-10-07 20/2020-10-06 15/2020-10-06 10/2020-10-06 30/2020-10-06 50/2020-10-06 50/2020-10-06 10/2020-10-06 20/2020-10-05 50",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=AdrianMcNay1&pageUrl=1,2020-10-30,"Throughout England And Wales",,610
5,,"PO Box 2488,  Watford,Hertfordshire  WD18 1YL","Al-Mizan Charitable Trust",False,2021-01-16,"Al-Mizan Charitable Trust (charity no. 1135752) supports people living in poverty across the UK, regardless of their faith or cultural background.  Although Britain is seen as a wealthy country, one in five people live below the official poverty line and struggle with the rising costs of living.  The Trust provides small grants, which help with the costs of education and training, employment and enterprise, household items, medical and mobility, and subsistence. The Trust also distributes Food Parcels, Back to School Backpacks, Winter Warmer Packs, and Mother & Baby Kits.","2021-02-10 200/2021-02-10 30/2021-02-09 100/2021-02-09 30/2021-02-08 20/2021-02-08 15/2021-02-08 30/2021-02-07 20/2021-02-07 100/2021-02-07 25/2021-02-06 10/2021-02-06 500/2021-02-02 50/2021-02-02 100/2021-01-30 100/2021-01-30 30/2021-01-25 15/2021-01-25 100/2021-01-22 30/2021-01-22 50/2021-01-21 25/2021-01-20 200/2021-01-19 400/2021-01-19 50/2021-01-17 50/2021-01-17 30/2021-01-16 25/2021-01-16 25",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=HoHWWPFEB2021&pageUrl=9&isTeam=true,2021-02-16,,,3245
6,"Promotes education, training & practice of engineering among women. Increases public awareness of women in engineering. Forum for the exchange of opinions for women with interests in engineering. Sustains contacts with women engineers on career breaks & facilitates their return to paid employment. Ensures voice of women engineers is heard in Government & policy-making institutions.","10 Cathedral Yard,  Exeter,Devon  EX1 1HJ","St Petrock's (Exeter) Ltd",True,2020-12-01,"VISIT OUR WEBSITE St Petrock’s is a local charity helping people who are homeless, or inadequately housed, lead more settled and fulfilling lives.  Open-access sessions in our centre provide a range of emergency, support and prevention services for some of the most vulnerable people in the area. These include basic survival services, advice on housing, benefits, health, employment and addiction issues, referrals to accommodation providers and to other services. Since 2011/12, St Petrock's has seen a 56% increase in the number of visits to our centre.  Between 45 - 84 individuals accessed St Petrock's centre each weekday in 2018/19.   Our supported housing services in the community provide emergency and resettlement accommodation for people seeking to make the transition to independent living.  We also run a private rental & support (PRS) scheme to help people who are not entitled to statutory housing to access tenancies in the private rented sector, and work closely with tenants and landlords to help ensure tenancies are successfully maintained. In 2018/19, 47 individuals were accommodated directly through our St Petrock;s supported housing projects. ","2020-12-04 50/2020-12-03 15/2020-12-02 30/2020-12-01 30",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=BarrySearle1&pageUrl=1,2020-12-04,"Throughout England And Wales, Northern Ireland, Scotland","SG1 2AY ",125
7,,"1 John Street,  Swindon,Wiltshire  SN1 1RT",Threshold,True,,"Threshold is a Swindon based charity for single homeless people providing quality caring services and supportive hostel accommodation with resettlement programmes.     Threshold Strategic Objectives are: 1) To prevent homelessness 2) To alleviate the associated social exclusion of homelessness and actively assist recovery from its effects 3) Influence policy that affects homeless and socially excluded people  We support over 750 people each year. We do this through our street outreach service which helps those sleeping on the Swindon's streets and through our move-on projects and  resettlement hostels.  Welcoming vulnerable homeless people into our projects is only part of our role; preparing them to live independently is just as important. Our sources of income are grants from government and charitable foundations and trusts and licence fee income. However, we also rely upon the continued generosity of members of the public and our supporters just like you. Please help us continue to give homeless people the chance to change.",,https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=BernieWoulfe&pageUrl=1,,"Devon, Dorset",,0
8,,"Flat 15,Edgar Court  Sycamore Grove,New Malden  KT3 3DQ","Youth With A Mission, Bolivia - Operation Restoration",False,2020-09-03,"Operation Restoration -  Youth With A Mission Bolivia  Bringing hope to children living on the streets of Bolivia though  street work,  a reception house,  restoration homes  and  reintegration homes","2020-10-08 50/2020-10-04 10/2020-10-03 15/2020-10-02 50/2020-09-29 200/2020-09-29 30/2020-09-22 80/2020-09-21 50/2020-09-18 15/2020-09-17 50/2020-09-15 115/2020-09-08 30/2020-09-03 75",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=BillOConnor&pageUrl=2,2020-10-08,,,1110
9,,"Crisis,66 Commercial Street  London,London  E1 6LT",Crisis,False,2021-01-01," Crisis is the national charity for homeless people. We are committed to ending homelessness.  Every day we see the devastating impact homelessness has on people’s lives. Every year we work side by side with thousands of homeless people, to help them rebuild their lives and leave homelessness behind for good. Through our pioneering research into the causes and consequences of homelessness and the solutions to it, we know what it will take to end it. Together with others who share our resolve, we bring our knowledge, experience and determination to campaign for the changes that will solve the homelessness crisis once and for all. We bring together a unique volunteer effort each Christmas, to bring warmth, companionship and vital services to people at one of the hardest times of the year, and offer a starting point out of homelessness.  We know that homelessness is not inevitable. We know that together we can end it. Registered Charity Numbers: E&W1082947, SC040094     ","2021-01-30 20/2021-01-03 10/2021-01-02 20/2021-01-02 10/2021-01-02 15/2021-01-02 5/2021-01-02 10/2021-01-01 10/2021-01-01 10/2021-01-01 10/2021-01-01 20",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=CatherineEvans59&pageUrl=1,2021-01-30,India,"E13 0PY",150
