Key,Activities,Address,Charity,Complete,Created,Description,Donations,Link,MostRecentDonation,Operates,Postcode,Raised
0,,"1 John Street,  Swindon,Wiltshire  SN1 1RT",Threshold,False,2020-11-26,"Threshold is a Swindon based charity for single homeless people providing quality caring services and supportive hostel accommodation with resettlement programmes.     Threshold Strategic Objectives are: 1) To prevent homelessness 2) To alleviate the associated social exclusion of homelessness and actively assist recovery from its effects 3) Influence policy that affects homeless and socially excluded people  We support over 750 people each year. We do this through our street outreach service which helps those sleeping on the Swindon's streets and through our move-on projects and  resettlement hostels.  Welcoming vulnerable homeless people into our projects is only part of our role; preparing them to live independently is just as important. Our sources of income are grants from government and charitable foundations and trusts and licence fee income. However, we also rely upon the continued generosity of members of the public and our supporters just like you. Please help us continue to give homeless people the chance to change.","2020-12-13 10/2020-12-13 10/2020-12-12 15/2020-12-12 10/2020-12-11 50/2020-12-11 20/2020-12-11 15/2020-12-10 10/2020-12-10 10/2020-12-10 50/2020-12-08 15/2020-12-07 10/2020-12-07 25/2020-12-07 20/2020-12-07 2/2020-12-06 20/2020-12-06 5/2020-12-06 2/2020-12-06 2/2020-12-03 100/2020-12-02 20/2020-11-28 50/2020-11-27 15/2020-11-26 50",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=CTISupportingTheHomelessBubble2020&pageUrl=1&isTeam=true,2020-12-13,"Devon, Dorset",,701
1,,"1st Floor,Gracemead House, Woods Avenue  Hatfield,Hertfordshire  AL10 8HX","Herts Young Homeless",False,2020-11-18,"Herts Young Homeless – making a difference to the lives of young homeless people  At hyh, we believe that every young person deserves a safe, warm and comfortable home. We’re committed to making a real difference to the lives of young people aged 16 - 24 in the local community who are homeless or threatened with homelessness. We offer support, advice and information and help them achieve the skills they need to be able to live independently. We work closely with vulnerable people and their families, using mediation to help them stay in their homes whenever we can, and if that’s not possible, providing practical solutions and crisis intervention to make sure they feel safe and secure in their new environment.  hyh also gives valuable support to groups with specific needs, such as care leavers, young offenders, those with mental health issues and people recovering from drug and alcohol abuse. We want to make sure they have a firm base for a brighter future – and your fundraising activities are an essential part of this. Where will the money go?  All the funds you raise will contribute towards helping vulnerable young people who are either homeless or faced with homelessness find a safe place to live, receive support when they need it and have someone to turn to when they feel they have nowhere else to go. Most of all, you’ll be giving them hope and a real opportunity for a positive future.       ","2020-11-21 10/2020-11-21 20/2020-11-21 10/2020-11-21 15/2020-11-21 15/2020-11-21 15/2020-11-21 100/2020-11-20 10/2020-11-20 20/2020-11-20 10/2020-11-20 15/2020-11-20 20/2020-11-20 10/2020-11-20 20/2020-11-20 50/2020-11-19 90/2020-11-18 30",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=AJLewis&pageUrl=1,2020-11-26,"Throughout London",,491
2,,"Boho One Bridge Street West,  Middlesbrough,North Yorkshire  TS2 1AE","CEO Sleepout UK",False,2020-10-05,,"2020-10-30 20/2020-10-09 15/2020-10-09 15/2020-10-09 20/2020-10-09 25/2020-10-09 20/2020-10-08 20/2020-10-07 30/2020-10-07 20/2020-10-07 30/2020-10-07 15/2020-10-07 20/2020-10-07 10/2020-10-07 20/2020-10-06 15/2020-10-06 10/2020-10-06 30/2020-10-06 50/2020-10-06 50/2020-10-06 10/2020-10-06 20/2020-10-05 50",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=AdrianMcNay1&pageUrl=1,2020-10-30,"Throughout England And Wales",,610
3,"We promote education, training and entertainment through performances of live shows and arts displays.","Oakley Hall,8 Castle Street  High Wycombe,  HP13 6RF","Wycombe Homeless Connection",True,2020-11-15,"Wycombe Homeless Connection helps people who are homeless, or facing homelessness by Thank you for joining us and changing the lives of vulnerable people in our community.     We work across south Buckinghamshire, providing free, specialist, independent advice and support.  ","2020-12-09 20/2020-12-01 20/2020-11-23 20/2020-11-23 30/2020-11-19 30/2020-11-17 30/2020-11-15 50/2020-11-15 30",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=AmandaChampion2&pageUrl=1,2020-12-09,Essex,"CO15 1LE",230
4,"We promote education, training and entertainment through performances of live shows and arts displays.","Oakley Hall,8 Castle Street  High Wycombe,  HP13 6RF","Wycombe Homeless Connection",True,2020-11-18,"Wycombe Homeless Connection helps people who are homeless, or facing homelessness by Thank you for joining us and changing the lives of vulnerable people in our community.     We work across south Buckinghamshire, providing free, specialist, independent advice and support.  ","2020-11-20 10/2020-11-20 10/2020-11-20 10/2020-11-20 5/2020-11-20 20/2020-11-18 30",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=AndreaKing12&pageUrl=1,2020-11-20,Essex,"CO15 1LE",85
5,"We promote education, training and entertainment through performances of live shows and arts displays.","Oakley Hall,8 Castle Street  High Wycombe,  HP13 6RF","Wycombe Homeless Connection",False,2020-10-17,"Wycombe Homeless Connection helps people who are homeless, or facing homelessness by Thank you for joining us and changing the lives of vulnerable people in our community.     We work across south Buckinghamshire, providing free, specialist, independent advice and support.  ","2020-12-02 20/2020-11-25 30/2020-11-23 50/2020-11-22 50/2020-11-21 50/2020-11-21 15/2020-11-21 30/2020-11-20 10/2020-11-20 75/2020-11-19 25/2020-11-16 30/2020-11-11 25/2020-11-09 15/2020-11-07 20/2020-11-07 30/2020-11-07 10/2020-11-04 20/2020-10-27 30/2020-10-24 15/2020-10-20 100/2020-10-19 15/2020-10-19 20/2020-10-19 30/2020-10-19 20/2020-10-19 15/2020-10-19 15/2020-10-17 10/2020-10-17 30",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=AndrewMcBarnett&pageUrl=1,2020-12-02,Essex,"CO15 1LE",825
6,"We promote education, training and entertainment through performances of live shows and arts displays.","Oakley Hall,8 Castle Street  High Wycombe,  HP13 6RF","Wycombe Homeless Connection",True,,"Wycombe Homeless Connection helps people who are homeless, or facing homelessness by Thank you for joining us and changing the lives of vulnerable people in our community.     We work across south Buckinghamshire, providing free, specialist, independent advice and support.  ",,https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=AndyJones64&pageUrl=1,,Essex,"CO15 1LE",0
7,"We promote education, training and entertainment through performances of live shows and arts displays.","Oakley Hall,8 Castle Street  High Wycombe,  HP13 6RF","Wycombe Homeless Connection",True,,"Wycombe Homeless Connection helps people who are homeless, or facing homelessness by Thank you for joining us and changing the lives of vulnerable people in our community.     We work across south Buckinghamshire, providing free, specialist, independent advice and support.  ",,https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=AndyJones64&pageUrl=2,,Essex,"CO15 1LE",0
8,"We promote education, training and entertainment through performances of live shows and arts displays.","Oakley Hall,8 Castle Street  High Wycombe,  HP13 6RF","Wycombe Homeless Connection",True,,"Wycombe Homeless Connection helps people who are homeless, or facing homelessness by Thank you for joining us and changing the lives of vulnerable people in our community.     We work across south Buckinghamshire, providing free, specialist, independent advice and support.  ",,https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=AndyJones64&pageUrl=3,,Essex,"CO15 1LE",0
9,"We promote education, training and entertainment through performances of live shows and arts displays.","Oakley Hall,8 Castle Street  High Wycombe,  HP13 6RF","Wycombe Homeless Connection",True,2020-11-19,"Wycombe Homeless Connection helps people who are homeless, or facing homelessness by Thank you for joining us and changing the lives of vulnerable people in our community.     We work across south Buckinghamshire, providing free, specialist, independent advice and support.  ","2020-11-19 15/2020-11-19 30",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=AndyJones64&pageUrl=4,2020-11-19,Essex,"CO15 1LE",45
