Activities,Address,Charity,CharityDescription,Complete,Created,Donations,Link,MostRecentDonation,Operates,Postcode,Raised
,"6th Floor,Central House 25 Camperdown Street  London,London  E1 8DZ","End Youth Homelessness",,True,,,https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=FZYEndYouthHomelessness&pageUrl=4&isTeam=true,,"North Yorkshire",,0
,"6th Floor,Central House 25 Camperdown Street  London,London  E1 8DZ","End Youth Homelessness",,True,,,https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=FZYEndYouthHomelessness&pageUrl=4&isTeam=true,,"North Yorkshire",,0
,"Boho One Bridge Street West,  Middlesbrough,North Yorkshire  TS2 1AE","CEO Sleepout UK",,False,2020-10-05,"2020-10-30 20/2020-10-09 15/2020-10-09 15/2020-10-09 20/2020-10-09 25/2020-10-09 20/2020-10-08 20/2020-10-07 30/2020-10-07 20/2020-10-07 30/2020-10-07 15/2020-10-07 20/2020-10-07 10/2020-10-07 20/2020-10-06 15/2020-10-06 10/2020-10-06 30/2020-10-06 50/2020-10-06 50/2020-10-06 10/2020-10-06 20/2020-10-05 50",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=AdrianMcNay1&pageUrl=1,2020-10-30,"Throughout England And Wales",,610
,"PO Box 2488,  Watford,Hertfordshire  WD18 1YL","Al-Mizan Charitable Trust","Al-Mizan Charitable Trust (charity no. 1135752) supports people living in poverty across the UK, regardless of their faith or cultural background.  Although Britain is seen as a wealthy country, one in five people live below the official poverty line and struggle with the rising costs of living.  The Trust provides small grants, which help with the costs of education and training, employment and enterprise, household items, medical and mobility, and subsistence. The Trust also distributes Food Parcels, Back to School Backpacks, Winter Warmer Packs, and Mother & Baby Kits.",False,2021-01-16,"2021-03-11 30/2021-03-10 300/2021-03-07 25/2021-03-07 20/2021-02-26 5/2021-02-10 200/2021-02-10 30/2021-02-09 100/2021-02-09 30/2021-02-08 20/2021-02-08 15/2021-02-08 30/2021-02-07 20/2021-02-07 100/2021-02-07 25/2021-02-06 10/2021-02-06 500/2021-02-02 50/2021-02-02 100/2021-01-30 100/2021-01-30 30/2021-01-25 15/2021-01-25 100/2021-01-22 30/2021-01-22 50/2021-01-21 25/2021-01-20 200/2021-01-19 400/2021-01-19 50/2021-01-17 50/2021-01-17 30/2021-01-16 25/2021-01-16 25",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=HoHWWPFEB2021&pageUrl=9&isTeam=true,2021-03-11,,,3725
,"St. James House,9-15 St. James Road  Surbiton,Surrey  KT6 4QH","YMCA St Paul's Group's Wellbeing Fund","We provide supported housing, health and fitness, childcare, youth work and catering. We are the largest provider of housing for the homeless working across London. We provide safe places to stay and support to around 1,200 people each night. Our gyms, fitness centres and pool promote health and wellbeing for all ages as well as being community centres. Our Nursery, out of school childcare and youth services provide a safe place, and space for families to attend, take part and feel part of Their local community.  We enable our members and service users to thrive and flourish through a variety of stimulating and inclusive activities, and services.  Our hostels are in Surbiton, Wimbledon, Ealing, Hillingdon, Harrow and Walthamstow. Our supported housing ranges across Greater London. Residents are supported by a large team with pastoral care, support brokerage, community activities and counselling. With your donations, we can help people in need right now as well as ensure our essential services for the community are available once the current epidemic is over - we anticipate even more people will need our support then and your donation will help us to provide that.  Thank you for your support.",True,2021-03-24,"2021-03-30 11/2021-03-25 30/2021-03-25 20/2021-03-25 30/2021-03-25 10/2021-03-24 30",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=dogsbed&pageUrl=2,2021-03-30,,,131
,"Flat 15,Edgar Court  Sycamore Grove,New Malden  KT3 3DQ","Youth With A Mission, Bolivia - Operation Restoration","Operation Restoration -  Youth With A Mission Bolivia  Bringing hope to children living on the streets of Bolivia though  street work,  a reception house,  restoration homes  and  reintegration homes",False,2020-09-03,"2020-10-08 50/2020-10-04 10/2020-10-03 15/2020-10-02 50/2020-09-29 200/2020-09-29 30/2020-09-22 80/2020-09-21 50/2020-09-18 15/2020-09-17 50/2020-09-15 115/2020-09-08 30/2020-09-03 75",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=BillOConnor&pageUrl=2,2020-10-08,,,1110
"To promote the advancement of Christianity by
a) the preaching of the gospel
b) the relief of persons who are in conditions of need or hardship
c) the provision of Christian education and training","3 Thomas More Square,  London,  E1W 1YW","St Mungo's","As a homelessness charity and housing association our clients are at the heart of what we do. We provide a bed and support to more than 2,800 people a night who are either homeless or at risk, and work to prevent homelessness, helping about 25,000 people a year.     We support men and women through more than 300 projects including: We believe in our clients' potential.  We are committed to every individual's sustainable recovery We currently work across London and the south of England including in Bristol, Reading, Milton Keynes, Oxfordshire and Sussex, as well as managing major homelessness sector projects such as StreetLink and the Combined Homelessness and Information Network (CHAIN).",True,2021-02-07,"2021-02-08 20/2021-02-07 20",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=DaariahPryceKennedy&pageUrl=1,2021-02-08,"Throughout England And Wales","CV12 0GL",40
,"PO Box 2488,  Watford,Hertfordshire  WD18 1YL","Al-Mizan Charitable Trust","Al-Mizan Charitable Trust (charity no. 1135752) supports people living in poverty across the UK, regardless of their faith or cultural background.  Although Britain is seen as a wealthy country, one in five people live below the official poverty line and struggle with the rising costs of living.  The Trust provides small grants, which help with the costs of education and training, employment and enterprise, household items, medical and mobility, and subsistence. The Trust also distributes Food Parcels, Back to School Backpacks, Winter Warmer Packs, and Mother & Baby Kits.",True,,,https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=DmurtazaMerali&pageUrl=1,,,,0
,"The Offices (northwest) Ltd,53 King Street  Manchester,  M2 4LQ",Coffee4craig," Follow this link to find out more about our charity https://www.youtube.com/watch?v=8rn5Yef9OGw&t Coffee4Craig is a small grassroots charity,   based in Manchester's Northern Quarter.  In the heart of the city Working 7 nights a week with the homeless community, One person at a time; We were set up in 2013 after the sudden loss of Craig White, at 37 he took his own life after enduring a mental health breakdown and homelessness for 4 years. Craig's sister and brother-in-law, Risha and Hendrix Lancaster, felt more could be done and needed his legacy to go on, even if he could not.     ""Homelessness is not the problem, it is the symptom of a problem.""  Hendrix Lancaster    What we do; At C4C we offer a 7 night a week, 365* days a year drop-in service offering; hot food, showers, respite, support and advice for those experiencing street homelessness, in times of crisis and as a prevention.    We are a small staff team, backed up by a huge volunteer team to make the service possible. Your support and donations really do make a huge difference to the service we are able to offer. As our guests needs change, so does our service...We really are always evolving and are proud to be dynamic, just like our home city of Manchester!!      “This is Manchester, we do things differently here.”  Tony Wilson    If you would like to get involved, here's how you can help;  Thank you for supporting us, if you'd like more info drop us a line or check out our social media sites for more information.    ",True,2021-02-12,"2021-02-15 50/2021-02-14 20/2021-02-14 10/2021-02-14 10/2021-02-14 10/2021-02-12 100",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=HelenMiller46&pageUrl=1,2021-02-15,,,200
,"Boho One Bridge Street West,  Middlesbrough,North Yorkshire  TS2 1AE","CEO Sleepout UK",,False,2021-03-18,"2021-04-04 50/2021-04-02 20/2021-04-02 10/2021-04-02 30/2021-04-02 10/2021-04-02 15/2021-04-02 23/2021-04-02 30/2021-04-02 30/2021-04-02 20/2021-04-02 10/2021-04-02 10/2021-04-02 10/2021-04-01 30/2021-04-01 30/2021-04-01 30/2021-04-01 15/2021-04-01 50/2021-03-31 10/2021-03-22 27/2021-03-22 15/2021-03-20 15/2021-03-18 20/2021-03-18 10/2021-03-18 100",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=JaneSymonds3&pageUrl=1,2021-04-04,"Throughout England And Wales",,676
