CharityAddress,CharityAreaOfBenefit,CharityAreaOfOperation,CharityId,CharityName,Complete,Created,DonationCount,DonationDetailCount,Donations,Link,MostRecentDonation,Raised,Target,Title
,,,1186569,"NHS Charities Together",True,2021-10-11,0,0,,https://www.justgiving.com/SME-Lending-BINGO,,0,100,"Paragon's SME Lending BINGO!"
,,,296645,"Alzheimer's Society",True,2021-10-15,3,3,"2021-10-15 2/2021-10-15 2/2021-10-15 2",https://www.justgiving.com/Paragon-Bank1Halloween2021,2021-10-15,6,0,"Paragon's Halloween2021"
,,,1096491,"The Ellen MacArthur Cancer Trust",False,2021-10-06,33,33,"2021-10-17 30/2021-10-17 20/2021-10-17 20/2021-10-15 30/2021-10-15 20/2021-10-15 30/2021-10-15 40/2021-10-15 30/2021-10-15 50/2021-10-15 30/2021-10-15 50/2021-10-15 50/2021-10-15 15/2021-10-15 20/2021-10-14 20/2021-10-14 20/2021-10-12 20/2021-10-12 10/2021-10-11 10/2021-10-11 2/2021-10-10 10/2021-10-10 5/2021-10-10 10/2021-10-10 20/2021-10-10 10/2021-10-10 10/2021-10-10 10/2021-10-06 20/2021-10-06 20/2021-10-06 20/2021-10-06 100",https://www.justgiving.com/Robby-da-Bank,2021-10-17,778,1000,"Great South Run..or perhaps jog"
,,,SC044200,"Renfrewshire Foodbank",False,2020-06-04,53,53,"2021-09-25 15/2020-07-31 20/2020-07-31 25/2020-07-31 30/2020-07-30 10/2020-07-29 30/2020-07-29 20/2020-07-27 30/2020-07-22 20/2020-07-20 20/2020-07-20 50/2020-07-17 100/2020-07-16 20/2020-07-16 50/2020-07-15 20/2020-07-14 20/2020-07-14 10/2020-07-14 10/2020-07-14 10/2020-07-14 10/2020-07-14 20/2020-07-14 10/2020-07-14 10/2020-07-14 10/2020-07-14 10/2020-07-14 10/2020-07-13 5/2020-07-09 20/2020-07-09 20/2020-07-09 10/2020-07-08 10/2020-07-07 10/2020-07-03 20/2020-07-03 50/2020-07-03 20/2020-07-03 50/2020-06-29 10/2020-06-29 10/2020-06-26 10/2020-06-26 20/2020-06-26 30/2020-06-26 30/2020-06-25 10/2020-06-25 10/2020-06-25 10",https://www.justgiving.com/FoodBankFoodRush,2021-09-25,1085,1000,"The One Initiative  - Food Bank Food Rush Initiative"
,,,1110522,"The Trussell Trust",False,2019-11-28,74,74,"2020-10-25 15/2020-01-11 10/2019-12-24 15/2019-12-19 7/2019-12-19 10/2019-12-17 30/2019-12-16 10/2019-12-14 25/2019-12-14 20/2019-12-14 20/2019-12-14 20/2019-12-14 10/2019-12-13 20/2019-12-13 20/2019-12-12 10/2019-12-12 50/2019-12-11 20/2019-12-11 20/2019-12-11 20/2019-12-11 10/2019-12-10 10/2019-12-10 50/2019-12-10 10/2019-12-10 20/2019-12-10 20/2019-12-10 30/2019-12-09 20/2019-12-09 20/2019-12-07 20/2019-12-07 10/2019-12-06 25/2019-12-05 10/2019-12-05 5/2019-12-05 20/2019-12-03 20/2019-12-03 20/2019-12-03 5/2019-12-03 20/2019-12-02 25/2019-12-02 10/2019-12-01 20/2019-12-01 10/2019-11-30 15/2019-11-29 25/2019-11-29 10/2019-11-29 20/2019-11-29 40/2019-11-29 100/2019-11-29 10/2019-11-29 10/2019-11-29 20/2019-11-29 50/2019-11-29 10/2019-11-29 15/2019-11-29 20/2019-11-29 20/2019-11-29 20/2019-11-29 10/2019-11-29 20/2019-11-28 15/2019-11-28 30/2019-11-28 10/2019-11-28 10/2019-11-28 50",https://www.justgiving.com/Foodbank2019,2020-10-25,1522,1500,"Festive Food Bank Fundraiser 2019"
,,,1173202,"Fallowfield & Withington Foodbank",True,2020-11-14,1,1,"2020-11-14 10",https://www.justgiving.com/ncs-food-bank,2020-11-14,10,70,"NCS food bank support"
,,,296645,"Alzheimer's Society",True,2021-10-12,0,0,,https://www.justgiving.com/Paragon-Bank1HalloweenSMEQuiz,,0,0,"Paragon's HalloweenSMEQuiz"
,,,1110522,"The Trussell Trust",False,2020-11-15,102,102,"2021-01-13 2/2021-01-02 25/2020-12-26 10/2020-12-26 10/2020-12-26 30/2020-12-24 100/2020-12-24 20/2020-12-22 20/2020-12-22 20/2020-12-21 30/2020-12-21 30/2020-12-17 20/2020-12-13 10/2020-12-10 10/2020-12-09 30/2020-12-09 10/2020-12-06 10/2020-12-04 20/2020-12-04 10/2020-12-01 20/2020-12-01 100/2020-11-30 10/2020-11-30 30/2020-11-30 30/2020-11-30 20/2020-11-29 20/2020-11-28 25/2020-11-27 5/2020-11-27 35/2020-11-27 50/2020-11-27 10/2020-11-27 20/2020-11-27 10/2020-11-27 10/2020-11-27 15/2020-11-27 30/2020-11-27 200/2020-11-27 10/2020-11-27 10/2020-11-27 10/2020-11-27 5/2020-11-27 20/2020-11-27 100/2020-11-25 10/2020-11-25 10/2020-11-25 20/2020-11-25 10/2020-11-25 20/2020-11-25 20/2020-11-24 20/2020-11-24 60/2020-11-24 20/2020-11-24 20/2020-11-24 20/2020-11-23 50/2020-11-22 20/2020-11-22 10/2020-11-22 15/2020-11-21 50/2020-11-20 50/2020-11-20 50/2020-11-20 100/2020-11-19 50/2020-11-18 20/2020-11-18 10/2020-11-17 10/2020-11-17 10/2020-11-17 30/2020-11-17 10/2020-11-17 10/2020-11-17 30/2020-11-17 10/2020-11-17 20/2020-11-17 100/2020-11-16 20/2020-11-16 30/2020-11-16 50/2020-11-16 20/2020-11-16 10/2020-11-16 20/2020-11-16 10/2020-11-16 100/2020-11-15 50",https://www.justgiving.com/Xmas-Food-Bank-Fundraiser,2021-01-13,3081,3000,"Festive Foodbank Fundraiser"
,,,1081156,"Noah's Ark Children's Hospice",True,2021-10-12,11,11,"2021-10-13 151/2021-10-13 50/2021-10-13 40/2021-10-13 30/2021-10-13 30/2021-10-13 50/2021-10-13 30/2021-10-12 30/2021-10-12 30/2021-10-12 30/2021-10-12 30",https://www.justgiving.com/Private-Banking-Team-Cynergy-Bank,2021-10-13,501,500,"Private Banking Team's Walk"
,,,1104771,SMT,True,2021-10-11,0,0,,https://www.justgiving.com/LondonplatinumplumbingLtd,,0,1000,"SMT Food Bank (UK)"
