Key,Activities,Address,Charity,Complete,Created,Description,Donations,Link,MostRecentDonation,Operates,Postcode,Raised
0,,,"St Andrew's Church High Wycombe",True,2014-11-18,"St. Andrew's Church, High Wycombe is an evangelical, outreaching community church on the east-side of the large market town of High Wycombe in Buckinghamshire.   ","2014-11-18 5",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=soupkitchen&pageUrl=2&isTeam=true,2014-11-18,,,5
1,,,"Feeding Futures",True,,"Feeding Futures We relieve hunger, reduce poverty, promote self-esteem and achieve independence enabling rural Kenyan communities to prosper with sustainable solutions.   A strong value of our programme is  - “Give a man a fish and you feed him for a day …. Teach him how to fish and you feed him for life.”. Whilst this quote is often used to promote long-term instead of short-term impact, we see both as important and our work emphasises each element.  Thank you for visiting our VIRGIN money giving profile page.  Please donate to Feeding Futures to give children and families new opportunities.",,https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=ChristiaanGeorge&pageUrl=5,,,,0
2,,,"One Big Family - Helping The Homeless",False,2021-08-27,"Thank you for visiting our profile. One Big Family - Helping the Homeless help those who are homeless or in need. We operate in Medway, Maidstone and Yorkshire. We offer on street outreach giving food, sleeping bags, drinks, hygeine items etc.  We assist people with appointments for housing, benefits, addiction etc aswell as signposting to other services. In Medway we run a homeless Emergency Winter Refuge in Chatham which provides a safe place to stay and support to rough sleepers every Friday/Saturday and Sunday plus any night where the temperature is forecast zero degrees or below.  Over the last 2 years we have provided over 2000 beds.","2021-09-30 30/2021-09-19 150/2021-09-19 20/2021-09-17 10/2021-09-17 30/2021-09-17 10/2021-09-14 5/2021-09-13 40/2021-09-12 15/2021-09-11 20/2021-09-11 100/2021-09-11 30/2021-09-11 15/2021-09-11 30/2021-09-10 50/2021-09-08 10/2021-09-06 50/2021-08-28 10/2021-08-27 10/2021-08-27 10/2021-08-27 20/2021-08-27 20/2021-08-27 30/2021-08-27 10/2021-08-27 20/2021-08-27 10/2021-08-27 10/2021-08-27 30/2021-08-27 20/2021-08-27 20",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=OneBigWalkSouptoSoup&pageUrl=1&isTeam=true,2021-09-30,,,845
3,,,"One Big Family - Helping The Homeless",False,2021-08-27,"Thank you for visiting our profile. One Big Family - Helping the Homeless help those who are homeless or in need. We operate in Medway, Maidstone and Yorkshire. We offer on street outreach giving food, sleeping bags, drinks, hygeine items etc.  We assist people with appointments for housing, benefits, addiction etc aswell as signposting to other services. In Medway we run a homeless Emergency Winter Refuge in Chatham which provides a safe place to stay and support to rough sleepers every Friday/Saturday and Sunday plus any night where the temperature is forecast zero degrees or below.  Over the last 2 years we have provided over 2000 beds.","2021-09-30 30/2021-09-19 150/2021-09-19 20/2021-09-17 10/2021-09-17 30/2021-09-17 10/2021-09-14 5/2021-09-13 40/2021-09-12 15/2021-09-11 20/2021-09-11 100/2021-09-11 30/2021-09-11 15/2021-09-11 30/2021-09-10 50/2021-09-08 10/2021-09-06 50/2021-08-28 10/2021-08-27 10/2021-08-27 10/2021-08-27 20/2021-08-27 20/2021-08-27 30/2021-08-27 10/2021-08-27 20/2021-08-27 10/2021-08-27 10/2021-08-27 30/2021-08-27 20/2021-08-27 20",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=OneBigWalkSouptoSoup&pageUrl=1&isTeam=true,2021-09-30,,,845
4,,,"Lord Kitchener Memorial Holiday Centre",True,2021-07-28,"Founded in 1919 as a memorial to the late Lord Kitchener the Lord Kitchener Memorial Holiday Centre provides sea-front holiday accommodation in Lowestoft, Suffolk, to ex-members of the armed, merchant and emergency services. Throughout its history the Lord Kitchener Memorial Holiday Centre has relied on donations to meet the gap between income and expediture. Please consider supporting us so that we can continue our work in support of ex-members of the armed, merchant and emergency services.","2021-08-12 20/2021-08-12 20/2021-07-28 10/2021-07-28 10/2021-07-28 10/2021-07-28 20",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=KitchenersFundraisers&pageUrl=1&isTeam=true,2021-08-12,,,90
5,,,"One Big Family - Helping The Homeless",False,2021-09-09,"Thank you for visiting our profile. One Big Family - Helping the Homeless help those who are homeless or in need. We operate in Medway, Maidstone and Yorkshire. We offer on street outreach giving food, sleeping bags, drinks, hygeine items etc.  We assist people with appointments for housing, benefits, addiction etc aswell as signposting to other services. In Medway we run a homeless Emergency Winter Refuge in Chatham which provides a safe place to stay and support to rough sleepers every Friday/Saturday and Sunday plus any night where the temperature is forecast zero degrees or below.  Over the last 2 years we have provided over 2000 beds.","2021-10-03 20/2021-10-02 20/2021-10-02 20/2021-09-28 15/2021-09-27 10/2021-09-27 10/2021-09-27 20/2021-09-27 20/2021-09-27 10/2021-09-27 15/2021-09-26 20/2021-09-26 5/2021-09-26 15/2021-09-25 10/2021-09-25 10/2021-09-25 10/2021-09-25 5/2021-09-25 15/2021-09-25 10/2021-09-25 50/2021-09-25 20/2021-09-24 50/2021-09-24 10/2021-09-24 30/2021-09-23 5/2021-09-22 10/2021-09-20 30/2021-09-17 30/2021-09-14 10/2021-09-12 50/2021-09-12 10/2021-09-09 5/2021-09-09 5/2021-09-09 15/2021-09-09 10",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=SouptoSoupClaireWendyandJayne55km&pageUrl=1&isTeam=true,2021-10-03,,,620
6,,,"Lord Kitchener Memorial Holiday Centre",True,2021-07-28,"Founded in 1919 as a memorial to the late Lord Kitchener the Lord Kitchener Memorial Holiday Centre provides sea-front holiday accommodation in Lowestoft, Suffolk, to ex-members of the armed, merchant and emergency services. Throughout its history the Lord Kitchener Memorial Holiday Centre has relied on donations to meet the gap between income and expediture. Please consider supporting us so that we can continue our work in support of ex-members of the armed, merchant and emergency services.","2021-08-12 20/2021-08-12 20/2021-07-28 10/2021-07-28 10/2021-07-28 10/2021-07-28 20",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=KitchenersFundraisers&pageUrl=1&isTeam=true,2021-08-12,,,90
7,,,"Lord Kitchener Memorial Holiday Centre",True,2021-07-28,"Founded in 1919 as a memorial to the late Lord Kitchener the Lord Kitchener Memorial Holiday Centre provides sea-front holiday accommodation in Lowestoft, Suffolk, to ex-members of the armed, merchant and emergency services. Throughout its history the Lord Kitchener Memorial Holiday Centre has relied on donations to meet the gap between income and expediture. Please consider supporting us so that we can continue our work in support of ex-members of the armed, merchant and emergency services.","2021-08-12 20/2021-08-12 20/2021-07-28 10/2021-07-28 10/2021-07-28 10/2021-07-28 20",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=KitchenersFundraisers&pageUrl=1&isTeam=true,2021-08-12,,,90
8,,,"Lord Kitchener Memorial Holiday Centre",True,2021-07-28,"Founded in 1919 as a memorial to the late Lord Kitchener the Lord Kitchener Memorial Holiday Centre provides sea-front holiday accommodation in Lowestoft, Suffolk, to ex-members of the armed, merchant and emergency services. Throughout its history the Lord Kitchener Memorial Holiday Centre has relied on donations to meet the gap between income and expediture. Please consider supporting us so that we can continue our work in support of ex-members of the armed, merchant and emergency services.","2021-08-12 20/2021-08-12 20/2021-07-28 10/2021-07-28 10/2021-07-28 10/2021-07-28 20",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=KitchenersFundraisers&pageUrl=1&isTeam=true,2021-08-12,,,90
9,,,"One Big Family - Helping The Homeless",False,2021-08-27,"Thank you for visiting our profile. One Big Family - Helping the Homeless help those who are homeless or in need. We operate in Medway, Maidstone and Yorkshire. We offer on street outreach giving food, sleeping bags, drinks, hygeine items etc.  We assist people with appointments for housing, benefits, addiction etc aswell as signposting to other services. In Medway we run a homeless Emergency Winter Refuge in Chatham which provides a safe place to stay and support to rough sleepers every Friday/Saturday and Sunday plus any night where the temperature is forecast zero degrees or below.  Over the last 2 years we have provided over 2000 beds.","2021-09-30 30/2021-09-19 150/2021-09-19 20/2021-09-17 10/2021-09-17 30/2021-09-17 10/2021-09-14 5/2021-09-13 40/2021-09-12 15/2021-09-11 20/2021-09-11 100/2021-09-11 30/2021-09-11 15/2021-09-11 30/2021-09-10 50/2021-09-08 10/2021-09-06 50/2021-08-28 10/2021-08-27 10/2021-08-27 10/2021-08-27 20/2021-08-27 20/2021-08-27 30/2021-08-27 10/2021-08-27 20/2021-08-27 10/2021-08-27 10/2021-08-27 30/2021-08-27 20/2021-08-27 20",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=OneBigWalkSouptoSoup&pageUrl=1&isTeam=true,2021-09-30,,,845
