Title,Location,Link,Raised,Target,MostRecentDonation,Created,Organization,OrganizationDetails,DonationCount,Donations,Story,Complete
" YAWN October Foodbank Fund ","Rosyth, Scotland, United Kingdom",https://www.gofundme.com/f/yawn-october-foodbank-fund,250,70,2021-10-02,2021-09-12,,,4,"2021-10-02 20/2021-10-02 10/2021-10-02 20/2021-10-01 20","Yet Another Wasted Night is running another live music stream to raise money for our local foodbank - Dunfermline Foodbank",False
" Please help my husband and family ","Keith, Scotland, United Kingdom",https://www.gofundme.com/f/please-help-make-my-husband-well-again,20000,13651,2021-10-02,2021-08-12,,,127,"2021-10-02 55/2021-09-30 100/2021-09-28 200/2021-09-27 8/2021-09-27 50/2021-09-27 100/2021-09-27 25/2021-09-27 100/2021-09-26 730/2021-09-22 50/2021-09-17 500/2021-09-14 10/2021-09-12 10/2021-09-08 50/2021-09-07 15/2021-09-07 60/2021-09-06 180/2021-09-05 500/2021-09-03 20/2021-09-03 50/2021-09-03 20/2021-09-03 20/2021-09-03 650/2021-09-03 80/2021-09-03 100/2021-09-02 100/2021-09-01 50/2021-08-31 100/2021-08-31 150/2021-08-30 20/2021-08-29 100/2021-08-28 45/2021-08-28 50/2021-08-28 100/2021-08-28 430/2021-08-28 50/2021-08-27 30/2021-08-27 20/2021-08-27 20/2021-08-27 10/2021-08-27 30/2021-08-26 730/2021-08-26 25/2021-08-26 500/2021-08-25 850/2021-08-25 250/2021-08-25 500/2021-08-24 50/2021-08-24 200/2021-08-23 5/2021-08-23 100/2021-08-23 50/2021-08-23 200/2021-08-23 100/2021-08-23 40/2021-08-23 100/2021-08-23 20/2021-08-22 50/2021-08-21 50/2021-08-21 50/2021-08-21 100/2021-08-21 100/2021-08-21 400/2021-08-21 100/2021-08-20 250/2021-08-20 150/2021-08-20 100/2021-08-20 100/2021-08-20 100/2021-08-20 20/2021-08-20 37/2021-08-19 40/2021-08-19 50/2021-08-19 20/2021-08-19 30/2021-08-19 30/2021-08-19 20/2021-08-19 25/2021-08-19 10/2021-08-18 200/2021-08-18 10/2021-08-18 50/2021-08-18 100/2021-08-18 100/2021-08-18 20/2021-08-18 15/2021-08-17 10/2021-08-17 50/2021-08-17 10/2021-08-17 20/2021-08-17 10/2021-08-17 10/2021-08-17 120/2021-08-17 50/2021-08-17 10/2021-08-17 100/2021-08-17 10/2021-08-17 15/2021-08-17 150/2021-08-16 500/2021-08-16 100/2021-08-16 100/2021-08-16 50/2021-08-16 5/2021-08-15 75/2021-08-15 50/2021-08-15 20/2021-08-15 25/2021-08-15 50/2021-08-15 50/2021-08-15 100/2021-08-14 180/2021-08-14 180/2021-08-14 30/2021-08-14 20/2021-08-14 180/2021-08-14 10/2021-08-14 100/2021-08-14 10/2021-08-14 10/2021-08-14 10/2021-08-14 10/2021-08-14 25/2021-08-13 85/2021-08-13 8/2021-08-12 43/2021-08-12 25","Hi my name is Cora. I’m married to john and have 5 beautiful children.   A few years ago john was working as a helicopter pilot. A career he had wanted since he was a child and absolutely adored.    But then he got sick. He struggled for a long time before doctors figured out he had several auto immune diseases all at once. He struggles every day with pain  sickness  and insomnia. He takes morphine every day and has done for years  with really debilitating side effects because the medical system can’t help him.   He was made redundant from his beloved job and eventually we lost our house to the bank as we couldn’t keep up with the mortgage. This is something he really struggles to accept. Since then we have gone from one disaster to another. We rent a house at the moment that the landlord wants us to move out so they can use it for something else but we have nowhere to go. The council can’t help us. No private landlord will help because john is not working and we cannot afford to get anywhere ourselves.     It’s really hard to watch our kids miss out on so much in their childhood. Some of them are too young to remember the amazing  fun  hardworking dad they had. Now they see him sick and weak and they see all the things they miss out on because we cannot afford it or because he is too ill to take part in it. It’s hard to hide our tears when we know there’s something they want but we can’t give it to them. Or hide our upset when we have to go to the food bank or sell some of our things to give them a birthday present or afford their homeschooling needs.   It’s very humbling to have to hold your hands up and admit you need help. For john to not be able to provide for his family is devastating. He is not able to admit we need help but I as a wife and mother know that humbling ourselves and asking for help is the only option left open to us.     Johns own doctors have told us about medication they believe will really help him and get him off the morphine. But they cannot prescribe this medication on the NHS and unfortunately we cannot afford to buy it privately. John was due to have an operation in January 2020 but it was postponed due to COViD and he is still waiting. He could get this operation in a matter of weeks privately but we cannot afford to pay for it. There are many things we could do to help him get better and get back to work but we cannot afford it. It’s extremely heartbreaking to know there is help right in front of us but we cannot take advantage of it because we don’t have enough money.     We have experienced people’s kindness throughout this process. We feel so ashamed that we have not been able to repay that kindness and to have to ask for more help but that’s exactly what I’m doing. I need my husband back. My kids need their father back and we need some stability in our lives again  we need a forever home.   If you could please help in anyway I would be so so grateful. You have no idea how much your help could change our lives. Please help me get my husband well again and not suffer so much everyday. Please me give my babies a forever home and a dad who is well enough to be the dad he always wanted to be.     Thank you for any help you can give and We would be so grateful for any prayers you could offer for our family. Xx    Edit:  Thank you all so much for your donations. It’s incredibly overwhelming to experience all your generosity and kindness. And thank you also to the people who have personally sent donations directly to us  Mavis & Chris and Marion O’Reilly.   We are totally humbled by your love and kindness. Thank you all xxxx",False
" Free Meals, Full Hearts ","Tilehurst, South East England, United Kingdom",https://www.gofundme.com/f/free-meals-full-hearts,2500,747,2021-10-01,2021-09-13,,,19,"2021-10-01 50/2021-09-30 20/2021-09-30 100/2021-09-30 50/2021-09-29 25/2021-09-29 50/2021-09-29 50/2021-09-29 7/2021-09-26 100/2021-09-24 100/2021-09-24 25/2021-09-24 25/2021-09-23 25/2021-09-21 10/2021-09-20 50/2021-09-20 20/2021-09-14 20/2021-09-14 10/2021-09-14 10","Free Meals  Full Hearts is almost 1 year old! Can you believe it?    In that time  we have fed more than 2500 families across Reading and the surrounding areas.    It started as a small venture but as the word got out  it became more and more apparent that there was a huge grey area in the community regarding the support of families who have their lives turned on it’s head over night.    Free Meals  Full Hearts is NOT designed to help the same families on a week in  week out basis. I created the group to support those who maybe too proud or embarrassed to reach out for help or go to a food bank. It was created for families who may have faced redundancy or who are struggling on furlough… it’s for those without a support network around them who needs a little short term support.    I have been overwhelmed with the support in the last 12 months. The newspaper articles and TV appearances has helped raise a huge amount of awareness. And I’m overwhelmingly flattered to have received my Pride of Britain AND Pride of Reading nominations- thank you to everyone who has voted!    The success of this group purely comes down to both the physical donation of food but also the financial support provided by this Go Fund Me page. I would not be able to do what I do without this so thank you in anticipation for your support    All the money raised is used within this group and is withdrawn for food  personal hygiene products and pet products. Once purchased  the donation is delivered with confidence to the family           ",False
" Totton spiritualist church sponsored sleep out!! ","Totton, South East England, United Kingdom",https://www.gofundme.com/f/totton-spiritualist-church-sponsored-sleep-out,1000,820,2021-10-01,2021-07-27,,,41,"2021-10-01 10/2021-10-01 10/2021-08-26 40/2021-08-25 10/2021-08-25 40/2021-08-25 10/2021-08-24 10/2021-08-24 10/2021-08-23 20/2021-08-23 40/2021-08-23 50/2021-08-23 20/2021-08-23 40/2021-08-23 10/2021-08-23 30/2021-08-23 10/2021-08-23 15/2021-08-23 5/2021-08-23 5/2021-08-23 20/2021-08-23 10/2021-08-23 20/2021-08-23 10/2021-08-23 100/2021-08-23 10/2021-08-21 10/2021-08-19 10/2021-08-18 20/2021-08-16 10/2021-08-14 30/2021-08-11 50/2021-08-07 10/2021-08-07 10/2021-07-31 10/2021-07-27 20/2021-07-27 10/2021-07-27 10/2021-07-27 25/2021-07-27 20/2021-07-27 10/2021-07-27 10","Save the foodbank!!!     Totton spiritualist church are doing a sponsored sleep out to raise funds for our homeless and food bank. On the 23rd august we are sleeping out for the night from 9pm till 5am. We want to know what these poor homeless feel to have to sleep out every night and raise awareness to this. Our foodbank is running very low and we are worried we will have to close the foodbank down. Please support and sponsor us if you can!!       ",False
" Advent calendar appeal ","Frodsham, North West England, United Kingdom",https://www.gofundme.com/f/advent-calendar-appeal,200,155,2021-10-03,2021-10-01,,,19,"2021-10-03 5/2021-10-02 10/2021-10-02 10/2021-10-02 10/2021-10-02 20/2021-10-02 5/2021-10-01 5/2021-10-01 10/2021-10-01 10/2021-10-01 10/2021-10-01 5/2021-10-01 5/2021-10-01 5/2021-10-01 5/2021-10-01 5/2021-10-01 5/2021-10-01 5/2021-10-01 10/2021-10-01 15","  Every year I collect advent calendars for kids who’s parents rely on food banks and I’m looking to do the same again this year. Please  if you wish to donate can we have boys and girls advent calendars or selection boxes. Your donations get distributed across Frodsham and Runcorn and if any are leftover  further afield too!   I need them in by Monday 15th November  latest so they can be distributed in time for the 1st December.   I will advise ok drop off locations as soon as I get them  alternatively I can collect from you.   Grateful if you could share   This page is set up for those who wish to donate an advent calendar but would prefer me to get one on their behalf.     Thank you ",False
" Witham NCS fundraiser 2021 ","Lincoln, East Midlands, United Kingdom",https://www.gofundme.com/f/witham-ncs-fundraiser-2021,300,30,2021-07-27,2021-07-20,,,4,"2021-07-27 10/2021-07-26 10/2021-07-26 5/2021-07-26 5","Hello. We are a group of Year 12 NCS participants. We are currently raising money in order to buy food  for food banks and the homeless  in order to help the vulnerable as we feel as if this is needed within our community.   ",False
" Help the AP Foundation community bus project ","Lee Valley Velopark, Greater London, United Kingdom",https://www.gofundme.com/f/help-the-ap-foundation-community-bus-project,5000,60,2021-08-20,2021-08-20,"AP Foundation CIO","Registered nonprofitDonations eligible for Gift Aid.",2,"2021-08-20 50/2021-08-20 10","  Please join me in making a difference by supporting a good cause! Chrissy will be heading a team of volunteers from the AP Foundation CIO  to take part in the 5km Run-through Lee Valley Velopark on Saturday 23rd October 2021. Her brave efforts will help raise money for the AP Foundation ""Made in London"" bus project. Made in LONDON is a multi-media training and intervention project delivered into the community on board a purpose-built double-decker bus  to help disadvantaged young people  and those at risk of exclusion from school  out of education  employment or training and at risk of offending  to change their lives for the better and reduce anti-social behaviour. The bus will travel into the heart of the community so that we can attract those who need us most and working alongside local Youth Offending Teams  Pupil Referral Units  Social Services  Police  Schools and Community services  we will make a difference. Thank you in advance for your contribution to this cause  which means so much to us all. Anyone wishing to take part in the run or willing to offer support please contact www.apfoundation.co.uk Help us by sharing on social media. Thank you.   1. The bus will function as a radio station. They will travel to different areas of London/ UK with a different artist every month performing in that area. Radio broadcast will be on radio frequency  and online platforms (Youtube  Instagram  FB live etc) 2. When the bus is not being used as a radio station  it will be used by underprivileged youths as a recording studio  to record their potential music and accompanying videos. 3. Programs will be offered in music production and recording that teens can sign up to attend online before the actual recording offers to begin. 4. A competition for best recording and music video can be offered at the end of the month with either monetary or product giveaway from sponsors  plus the opportunity to perform live on the radio and exposure to the radio’s listeners. 5. As well as performances from artists bringing light to the cause  our APF mentors will also have their own podcast and talk show. They would take calls from underprivileged kids or gang members  other ex-offenders and the like and give real-life advice based on their experiences helping give mentorship not only on a one-to-one basis but also that can be accessed online for many others that may need the same advice. 6. On radio off days  the bus can be used as a traveling food bank to bring food from supermarket sell-by produce to people who need it the most. We can also provide cups of tea or coffee to those in need of a hot drink and some company to ease the loneliness the Covid lockdown has brought to many. Volunteers for this would be from the foundation as a rehabilitation project for ex-offenders to give back to the community.       ",False
" Help with living expenses ","Liverpool, North West England, United Kingdom",https://www.gofundme.com/f/d83aj-help-with-living-expenses,2000,370,2021-10-02,2021-09-23,,,19,"2021-10-02 10/2021-09-29 10/2021-09-29 10/2021-09-28 10/2021-09-28 10/2021-09-28 15/2021-09-28 20/2021-09-28 20/2021-09-28 50/2021-09-28 10/2021-09-28 50/2021-09-28 5/2021-09-28 25/2021-09-27 50/2021-09-27 5/2021-09-27 20/2021-09-27 20/2021-09-27 20/2021-09-24 10","My name is Barido and I am kindly asking for your support with regards to my living expenses so that I can survive as I await a decision concerning my application to the Home Office for leave to remain status    About me?     I was born in Nigeria and moved to the UK in 2004 to study. I finished my Masters in 2014 and am currently living in the North West area of Merseyside. I have previously worked for Foodbank as a volunteer during the pandemic helping homeless people  migrants  and other vulnerable people.    Situation?    I have always worked and paid my living expenses when I had a student visa. However  because of the hostile environment policy and UK’s draconian immigration system  I do not have permission to work  and I have no recourse to public funds (NRPF)  meaning that I have no access to housing support and benefits. As a result  I have been couch surfing and relying on the kindness of friends to stop me from being street homeless. I am also struggling with prediabetes and need proper nutrition and diet to avoid my situation getting worse.    What’s the plan?    Because I cannot work due to my dispute with the Home Office  I am kindly asking for some financial support to help with my living needs while I await a decision on my application with the Home Office. Thank you for your generosity and kindness during this difficult phase in my life.",False
" The Lighthouse ","Peacocks Shopping Centre, South East England, United Kingdom",https://www.gofundme.com/f/9sksb6-the-lighthouse,550,254,2021-08-06,2021-07-23,,,12,"2021-08-06 9/2021-08-04 15/2021-07-30 15/2021-07-30 10/2021-07-30 125/2021-07-30 5/2021-07-28 20/2021-07-28 10/2021-07-26 10/2021-07-26 10/2021-07-26 15/2021-07-25 10","We are a small group of NCS (National Citizen Service) members who are organising a fundraise for 'The Lighthouse'. A vibrant hub in the centre of Woking that hosts a range of creative projects to support  encourage  and empower those who find themselves on the margins. They do this by supporting the community such as providing a foodbank  jigsaw  chat & support  money advice and much more. ",False
" Oldham NCS looking to help the local community ","Oldham, North West England, United Kingdom",https://www.gofundme.com/f/oldham-ncs-looking-to-help-the-local-community,50,45,2021-07-17,2021-07-14,"The Trussell Trust","Registered nonprofitDonations eligible for Gift Aid.",7,"2021-07-17 5/2021-07-15 5/2021-07-15 5/2021-07-15 10/2021-07-14 5/2021-07-14 5/2021-07-14 10","The Trussell Trust  in conjunction with local communities  develops and runs sustainable projects in the UK tackling poverty and exclusion. Through the UK Foodbank Network and Community Enterprises we work with marginalised people in real need  providing practical care and support. www.trusselltrust.org. Hi friends  join me in making a difference by supporting a good cause! I'm raising money for The Trussell Trust and any donation will help make an impact. Thank you in advance for your contribution to this cause which means so much to me.",False
" We want to help and support the homeless. ","Capital City Academy, Greater London, United Kingdom",https://www.gofundme.com/f/we-want-to-help-and-support-the-homeless,50,30,2021-08-19,2021-08-16,"The Trussell Trust","Registered nonprofitDonations eligible for Gift Aid.",5,"2021-08-19 5/2021-08-18 5/2021-08-17 5/2021-08-16 10/2021-08-16 5","The Trussell Trust  in conjunction with local communities  develops and runs sustainable projects in the UK tackling poverty and exclusion. Through the UK Foodbank Network and Community Enterprises we work with marginalised people in real need  providing practical care and support. www.trusselltrust.org. Hi friends  join me in making a difference by supporting a good cause! I'm raising money for The Trussell Trust and any donation will help make an impact. Thank you in advance for your contribution to this cause which means so much to me.",False
" Barnsley Foodbanks ","Barnsley, Yorkshire and the Humber, United Kingdom",https://www.gofundme.com/f/were-an-ncs-group-based-in-barnsley-giving-back,0,100,,2021-08-05,"BARNSLEY FOOD BANK PARTNERSHIP","Registered nonprofitDonations eligible for Gift Aid.",0,,"Hey all! Please help us by donating for Barnsley foodbank partnership. We're an NCS group based in Barnsley doing our social action project that we hope to continue long after NCS ends. ",True
" single mum ","Luton, East of England, United Kingdom",https://www.gofundme.com/f/zyvha-single-mum,0,10000,,2021-09-30,,,0,,"Hey my name is kamila I'm 26 years old and I'm single mum of 4 little munchkins Ian 5 years old  Liam 3 and half  Aalia 1 and half and Mia 3 months old. Last 2 years was really difficult for me i been thru so much problems and struggling and because of that I get in really big debs with bills and people. My wifi been cut and my phone either I had days when I couldn't afford a food and was getting help from food banks but the food was already expired so I wasn't able give it for kids. I'm using one app when people give free food sometimes but I couldn't always get it as I'm not driving and the food need to be pick up by myself. Boys dad is not really much in our life he don't even have time to come and see his son and they miss him so much and keep asking when he will finally come and girls dad want to prison and he left me with everything on my own. My life is a hell at the moment as I can't afford even to get a food for kids and that's making me feel like the worse mum ever. Aalia my little princess have health problems. She start everything late like rolling from belly to back  sitting  crawling and now she's 18 months and still doesn't walk as her muscles are too weak and she will need physiotherapy and appointments with different doctors and this will cost me a lot. Ian have ADHD what make his life more difficult as not many people understand him and saying that he's very naughty child what makes him often upset but really he's the sweetest child I ever met he have so much love inside his little heart he will give me hugs and kisses like no other child will do. Always when I'm sad or he see me crying he always gonna come to me hug me wipe my tears and said ""don't cry mummy i love you"" and this words makes me keep going and fighting everyday because I know I have my children to live for. Without them I would be probably dead right now. I was going thru deep depression and sometimes I feel like I don't deserve to be a mum as my children deserve everything what's the best for them and atm I can't give them much because I'm a bit financially struggling Im not able to afford anything and this kill me everyday special when they asking me if I can buy them something they really want. If I could back to work I would do it but atm that's not possible as my little one is just 3 months old and I don't have any family or much friends here. I wish I could back to Poland to my parents but I can't even afford to do my girls passports as everyday I'm trying to manage to get some food or stuff for kids . I love my kids so much from bottom of my heart and I could die for them if I will have to and I feel very bad and shy to ask for help but atm that's the only option I have so if you can help me even little bit I would really much appreciate it at this will let me finally live without stressing everyday that someone will knock to my door or i that my kids will have no food in the fridge. Thank you so much for reading and understanding my situation and for any help what will change my and my 4 little munchkins lifes for better ❤️ God bless you ❤️ ",True
" High court trial fund against police & government","Glasgow, Scotland, United Kingdom",https://www.gofundme.com/f/high-court-trial-fund-against-police-government,0,100000,,2021-09-06,,,0,,"Hi my names William Thompson. I stand accused in the high court in Glasgow of.   Aggressive Serious Organised Crime and Millions of Pounds of Cannabis Cultivation throughout Scotland.     I have been accused by a business partner of this crime. Even though my business partner and his family have be questioned  on this kind of crime several times before. The Crown have made it clear that it would be easier to get a conviction  with myself as my business partner is an ex doctor. And is a leading figure in the British Muslim Community. He and his family are also SNP Supporters  and campaign endlessly throughout the Scottish Muslim Community to keep their votes strong. They have been known to give very large Donations to the SNP party. His links in the English Muslim Community is very well known and he was a big contributor to aid an MSP into the Justice Ministry Job. The minister is now in another position in the Scottish Government head Table. The Crown Believe it would cause Race Hate and Devision To take this Family to Court. This Asian Family Have walked Free from every Court Case they Have Stood Trial for. And Every Scottish or No Muslim Business Associate have been convicted for their Crimes.     Police Scotland and the Scottish Government have spent millions of pounds of tax’s payers money to take me to court. They have wrote endless amounts of blank cheques to try frame me for this crime. They have involved U.K. and European Agencies.     The Corruption in the Scottish Legal System is Rife. And No one could Face A fair trial if you go head to head with the system.     Due to the fact I can not get a fair trial. I have had to sack my QC and Legal Team and now have to Defend Myself in the High Court In Glasgow.     The costs to defend yourself is unbelievable and as I am taking on the system with no QC or Legal Team. I do not get Legal Aid.     The Information and The Defences Costs are mounting up day by day. As for every professional opinion they put forward. I have to get another opinion to counterbalance their evidence.     Due to this trial I have lost my properties. My land. My dignity and my life. I am forced to live in a homeless shelter and take food from food banks. I have to sign on at a police office and have to stick to their rules. I am an untried human being. Being forced to do things their way. And be treated like a convicted person with no rights what so ever.    During my time on high court bail. I have studied the law and laws of the land. I have started assisting other people that have similar problems. I have started to help people to understand their rights as a human being. I have been educating the difference between Common Law and Criminal Law. THESE COURTS AND POLICE. AND GOVERNMENT THRIVE ON PEOPLE NOT KNOWING THE LAW.       I recommend to every single person out there not to trust your lawyers or courts and especially the Police and Government. These people do not have your interest in mind.     Everyone needs to open their eyes. You are living inside an invisible prison. YOU JUST CANT SEE THE BARS.     HELP ME FIGHT THE SYSTEM.   HELP ME CHANGE THE LAWS.   HELP ME MAKE IT LAW THAT THESE PEOPLE CAN NEVER DO THIS AGAIN     IN ORDER FOR ME TO FIGHT FOR MY RIGHTS AND YOUR RIGHTS. I NEED TO PAY FOR PROFESSIONAL REPORTS AND COUNTER INFORMATION TO CHANGE THE LAWS.     PLEASE HELP ME FIGHT THE STSTEM.     IF YOU HAVE PROBLEMS WITH THE LAW OR YOU FEEL YOU CANT TRUST YOUR LAWYER. LET US KNOW. IF WE CAN HELP WE WILL     WE ARE SETTING UP AN ADVICE SERVICE. THAT WORKS OUTSIDE THE LAW SOCIETY AND THE COURTS FRAMEWORK.     WE WILL WIN OUR RIGHTS BACK.       ",True
" Hot meals for kids during school holidays ","Newcastle Upon Tyne, North East England, United Kingdom",https://www.gofundme.com/f/hot-meals-for-kids-during-school-holidays,0,15000,,2021-08-16,"CLOTHE AND FEED","Registered nonprofitDonations eligible for Gift Aid.",0,,"  The summer holidays have begun here in Britain. For many children of low-income families what should be a happy time is instead filled with anxiety. Food aid charities predict an upsurge in poorer families relying on food banks  now that the school kitchens they relied on to provide their children with a buttered piece of toast at a morning breakfast club or a hot meal at lunch are closed for the summer. We interact with about 40 childrens social workers weekly and have set up a distribution network to feed hundreds of kids per week with hot meals till schools reurn . This fundraiser is vital . £5 feeds two kids  £100 puts fuel in our van  £500 helps with ingredients  £1000 helps to supply the food cartons . You can make a difference by donating today to CLOTHE AND FEED. ",True
