Title,Location,Link,Raised,Target,MostRecentDonation,Created,Organization,OrganizationDetails,DonationCount,Donations,Description,Complete
" Help feed our Families ","Everton, North West England, United Kingdom",https://www.gofundme.com/f/support-our-kids-this-christmas,50000,22235,2022-02-21,2020-09-27,"Liverpool Six Community Association","Registered nonprofitDonations eligible for Gift Aid.",524,"2022-02-21 10/2022-02-19 10/2022-02-19 20/2022-02-19 10/2022-02-19 10/2022-02-19 10/2022-02-19 10/2022-02-19 100/2022-02-19 30/2022-02-19 10/2022-02-19 20/2022-02-19 100/2022-02-19 20/2022-02-19 20/2022-02-19 20/2022-02-19 20/2022-02-19 50/2022-02-19 20/2022-02-19 20/2022-02-19 20/2022-02-19 10/2022-02-19 50/2022-02-19 30/2022-02-19 20/2022-02-19 10/2022-02-19 10/2022-02-19 5/2022-02-19 20/2022-02-19 5/2022-02-19 10/2022-02-19 10/2022-02-19 10/2022-02-18 25/2022-02-18 5/2022-02-13 300/2022-02-05 500/2022-02-04 10/2022-02-04 10/2022-02-04 10/2022-02-03 5/2022-02-03 150/2022-01-24 5/2022-01-18 50/2022-01-17 30/2022-01-17 10/2022-01-16 100/2022-01-16 20/2022-01-15 100/2022-01-13 5/2022-01-13 18/2022-01-13 10/2022-01-13 10/2022-01-11 50/2022-01-11 50/2022-01-11 50/2022-01-11 30/2022-01-10 25/2022-01-10 10/2022-01-10 100/2022-01-10 5/2022-01-10 5/2022-01-10 20/2022-01-10 40/2021-12-24 20/2021-12-24 30/2021-12-23 20/2021-12-23 20/2021-12-23 50/2021-12-22 200/2021-12-22 8/2021-12-22 24/2021-12-22 16/2021-12-22 16/2021-12-22 16/2021-12-22 100/2021-12-22 20/2021-12-22 8/2021-12-22 24/2021-12-22 20/2021-12-22 5/2021-12-21 20/2021-12-21 30/2021-12-20 100/2021-12-20 20/2021-12-19 10/2021-12-19 10/2021-12-19 10/2021-12-18 24/2021-12-18 16/2021-12-17 25/2021-12-17 20/2021-12-16 8/2021-12-16 16/2021-12-16 40/2021-12-16 8/2021-12-16 24/2021-12-15 250/2021-12-15 10/2021-12-15 100/2021-12-14 24/2021-12-14 24/2021-12-14 10/2021-12-14 8/2021-12-14 8/2021-12-14 8/2021-12-14 8/2021-12-13 8/2021-12-13 50/2021-12-12 100/2021-12-12 8/2021-12-12 20/2021-12-12 5/2021-12-12 30/2021-12-12 8/2021-12-12 16/2021-12-11 10/2021-12-11 100/2021-12-11 135/2021-12-11 20/2021-12-11 25/2021-12-11 50/2021-12-11 100/2021-12-11 10/2021-12-10 30/2021-12-10 100/2021-12-10 25/2021-12-10 1000/2021-12-10 50/2021-12-10 20/2021-12-10 100/2021-12-10 50/2021-12-10 39/2021-12-10 20/2021-12-10 20/2021-12-09 50/2021-12-09 100/2021-12-08 25/2021-12-07 66/2021-12-06 500/2021-12-06 20/2021-12-06 100/2021-12-06 200/2021-12-06 20/2021-12-06 30/2021-12-06 30/2021-12-05 10/2021-12-05 10/2021-12-05 20/2021-12-05 20/2021-12-05 20/2021-12-05 25/2021-12-05 20/2021-12-05 10/2021-12-05 100/2021-12-05 5/2021-12-05 100/2021-12-05 20/2021-12-05 10/2021-12-05 10/2021-12-05 10/2021-12-05 50/2021-12-05 50/2021-12-05 20/2021-12-05 10/2021-12-05 20/2021-12-05 25/2021-12-05 10/2021-12-05 10/2021-12-05 25/2021-12-05 40/2021-12-05 20/2021-12-05 20/2021-12-05 20/2021-12-04 10/2021-12-04 10/2021-12-04 10/2021-12-04 10/2021-12-04 20/2021-12-04 30/2021-12-04 25/2021-12-04 50/2021-12-04 10/2021-12-04 20/2021-12-04 20/2021-12-04 75/2021-12-04 100/2021-12-04 10/2021-12-04 20/2021-12-04 40/2021-12-04 50/2021-12-04 20/2021-12-04 20/2021-12-04 100/2021-12-04 20/2021-12-04 50/2021-12-04 15/2021-12-04 10/2021-12-04 46/2021-12-03 10/2021-12-02 12/2021-11-30 50/2021-11-29 100/2021-11-28 35/2021-11-28 5/2021-11-28 10/2021-11-28 20/2021-11-27 6/2021-11-27 15/2021-11-27 20/2021-11-26 60/2021-11-26 10/2021-11-20 6/2021-11-20 12/2021-11-20 6/2021-11-20 6/2021-11-20 10/2021-11-19 30/2021-11-17 25/2021-11-17 55/2021-11-15 35/2021-11-09 21/2021-11-06 8/2021-11-06 20/2021-11-06 8/2021-11-06 10/2021-11-06 120/2021-11-06 20/2021-11-06 20/2021-11-06 20/2021-11-06 40/2021-11-06 10/2021-11-05 10/2021-11-05 10/2021-11-05 10/2021-11-05 10/2021-11-05 10/2021-11-05 10/2021-11-05 10/2021-11-05 100/2021-11-05 10/2021-11-05 100/2021-11-03 51/2021-11-03 15/2021-11-03 84/2021-10-31 15/2021-10-30 33/2021-10-29 10/2021-10-24 10/2021-10-24 10/2021-10-23 5/2021-10-23 10/2021-10-21 10/2021-10-21 5/2021-10-20 35/2021-10-19 80/2021-10-16 20/2021-10-16 10/2021-10-14 10/2021-10-13 75/2021-10-11 20/2021-10-09 45/2021-10-08 10/2021-10-07 70/2021-10-05 10/2021-10-03 80/2021-10-01 10/2021-10-01 5/2021-10-01 35/2021-09-29 20/2021-09-29 135/2021-09-29 20/2021-09-25 25/2021-09-25 10/2021-09-25 36/2021-09-23 40/2021-09-23 64/2021-09-21 80/2021-09-18 150/2021-09-16 14/2021-09-13 350/2021-09-08 255/2021-09-07 11/2021-09-06 45/2021-09-02 25/2021-08-27 60/2021-08-16 10/2021-08-07 100/2021-08-07 43/2021-08-06 10/2021-08-06 30/2021-08-01 196/2021-07-31 133/2021-07-31 30/2021-07-31 10/2021-07-31 20/2021-07-31 30/2021-07-31 20/2021-07-30 48/2021-07-30 30/2021-07-25 152/2021-07-24 158/2021-07-24 10/2021-07-22 20/2021-07-22 20/2021-07-22 20/2021-07-22 30/2021-07-22 20/2021-07-22 10/2021-07-21 10/2021-07-21 10/2021-07-21 10/2021-07-21 30/2021-07-21 10/2021-07-21 20/2021-07-20 26/2021-07-18 214/2021-07-15 200/2021-07-14 58/2021-07-12 20/2021-07-12 20/2021-07-12 10/2021-07-11 207/2021-07-10 135/2021-07-09 65/2021-07-05 10/2021-07-03 105/2021-07-01 30/2021-07-01 50/2021-06-27 413/2021-06-26 234/2021-06-24 17/2021-06-24 10/2021-06-20 265/2021-06-19 10/2021-06-19 5/2021-06-19 411/2021-06-19 5/2021-06-19 10/2021-06-19 9/2021-06-19 5/2021-06-19 20/2021-06-19 10/2021-06-18 5/2021-06-18 30/2021-06-16 30/2021-06-16 10/2021-06-16 10/2021-06-16 10/2021-06-16 10/2021-06-16 30/2021-06-14 340/2021-06-12 440/2021-06-10 10/2021-06-10 12/2021-06-09 10/2021-06-08 25/2021-06-06 227/2021-06-05 20/2021-06-05 192/2021-06-04 10/2021-05-29 205/2021-05-28 15/2021-05-28 20/2021-05-28 10/2021-05-21 20/2021-05-17 10/2021-05-17 20/2021-05-16 20/2021-05-16 20/2021-05-15 30/2021-05-11 20/2021-05-07 15/2021-05-06 10/2021-05-05 10/2021-04-27 20/2021-04-24 10/2021-04-21 40/2021-04-20 25/2021-04-14 30/2021-04-13 25/2021-04-06 25/2021-04-01 50/2021-03-22 25/2021-03-21 40/2021-03-18 16/2021-03-17 40/2021-03-08 42/2021-03-05 12/2021-03-05 12/2021-03-05 18/2021-03-05 20/2021-02-27 18/2021-02-27 20/2021-02-27 20/2021-02-26 20/2021-02-20 20/2021-02-15 20/2021-02-15 15/2021-02-09 15/2021-02-08 15/2021-02-08 15/2021-02-08 20/2021-02-08 22/2021-01-28 20/2021-01-15 10/2020-12-31 20/2020-12-31 20/2020-12-26 20/2020-12-23 100/2020-12-22 20/2020-12-22 100/2020-12-20 10/2020-12-19 5/2020-12-19 5/2020-12-19 5/2020-12-19 20/2020-12-19 20/2020-12-19 20/2020-12-19 30/2020-12-19 10/2020-12-18 20/2020-12-08 20/2020-12-08 10/2020-12-08 20/2020-12-08 50/2020-12-07 100/2020-12-05 20/2020-12-03 125/2020-12-02 5/2020-12-02 20/2020-12-02 10/2020-12-02 5/2020-12-01 20/2020-12-01 15/2020-11-28 5/2020-11-28 14/2020-11-28 16/2020-11-28 20/2020-11-28 19/2020-11-28 25/2020-11-28 6/2020-11-28 9/2020-11-28 6/2020-11-27 50/2020-11-25 25/2020-11-24 20/2020-11-23 10/2020-11-23 10/2020-11-22 20/2020-11-22 10/2020-11-21 20/2020-11-21 200/2020-11-21 10/2020-11-20 23/2020-11-20 10/2020-11-20 70/2020-11-20 50/2020-11-19 40/2020-11-19 20/2020-11-18 20/2020-11-18 200/2020-11-15 10/2020-11-15 10/2020-11-15 20/2020-11-15 10/2020-11-14 100/2020-11-13 50/2020-11-13 10/2020-11-12 20/2020-11-12 30/2020-11-12 50/2020-11-12 12/2020-11-12 15/2020-11-12 20/2020-11-12 10/2020-11-11 22/2020-11-11 25/2020-11-10 5/2020-11-10 50/2020-11-09 200/2020-11-08 22/2020-11-08 6/2020-11-08 480/2020-11-06 75/2020-11-05 20/2020-11-05 5/2020-11-05 10/2020-11-05 10/2020-11-05 10/2020-11-05 25/2020-11-05 5/2020-11-05 25/2020-11-04 25/2020-11-04 10/2020-11-01 50/2020-10-31 10/2020-10-31 10/2020-10-31 10/2020-10-30 40/2020-10-29 50/2020-10-29 25/2020-10-28 20/2020-10-28 50/2020-10-28 10/2020-10-26 10/2020-10-26 55/2020-10-26 5/2020-10-22 10/2020-10-18 40/2020-10-18 25/2020-10-17 10/2020-10-16 20/2020-10-15 10/2020-10-11 30/2020-10-11 20/2020-10-10 5/2020-10-07 50/2020-10-06 25/2020-10-01 25/2020-09-30 25/2020-09-30 50/2020-09-30 20/2020-09-27 15/2020-09-27 55","Do you want to join me in making a difference? I'm raising money in aid of Liverpool Six Community Association and every donation will help. Thank you in advance for your contribution to this cause that means so much to me.    More information about Liverpool Six Community Association: At our Community Centre we provide advice services  lunch clubs  youth clubs  a foodbank  tea dances  short breaks away for the elderly and children. The children we work with come to the L6 Centre very distressed and hungry. We run a youth club for these disadvantaged children of our community and provide them with a hot meal 3 times a week. We work closely with the local schools and the teachers who refer vulnerable children and families. We also ensure we support families who are deprived at throughout the year.",False
" Fill The Food Bank 2021 !! ","City of Birmingham, West Midlands, United Kingdom",https://www.gofundme.com/f/mcskgz-fill-the-food-bank-2021,400,500,2021-12-14,2021-11-25,,,24,"2021-12-14 10/2021-12-13 50/2021-12-08 30/2021-12-07 40/2021-12-06 50/2021-11-30 5/2021-11-30 15/2021-11-30 10/2021-11-30 50/2021-11-30 10/2021-11-28 50/2021-11-27 10/2021-11-26 15/2021-11-26 20/2021-11-26 10/2021-11-26 10/2021-11-26 20/2021-11-26 10/2021-11-26 20/2021-11-26 5/2021-11-26 5/2021-11-26 5/2021-11-26 30/2021-11-26 20","Hi everyone  you may or may not remember me doing a similar thing last year.   Last year as a group we raised a whopping £3 000 !! Which was a massive increase on 2019. This year we are looking to smash that record again - with your help!!  Mine (and your) contribution last year was £275 which I am so grateful for - but it would be amazing to beat that this year!!    We are just a group of friends who raise money every year in the run up to Christmas to buy food for local food banks around the South Birmingham area.   Now more than ever  your donations and support will mean so much more.  COVID has caused complications and tough situations for everybody  some more than others. Food banks were crying out for food to support local communities last year and this year is no different!!    Any and all donations are hugely appreciated and will go directly to purchasing food and non-perishables requested by the local food banks!!    Thank you for taking the time to read this and thank you in advance for your generous donation - you have made a massive difference!!",False
" Raise Money For food banks ","Melton Mowbray, East Midlands, United Kingdom",https://www.gofundme.com/f/5p2wg-raise-money-for-food-banks,2500,20,2021-12-30,2021-12-24,,,1,"2021-12-30 20","Hello I'm Andrew  this fundraiser will help keep the local food bank open & running. After the past year -18months has put a strain on family's who are struggling financially to buy food  hopefully the donations will go towards the cost of rent etc so they can keep open to support the family's  any donations will be greatly appreciated many thanks",False
" Wells Vineyard Foodbank Van Appeal ","Wells, South West England, United Kingdom",https://www.gofundme.com/f/foodbank-van-appeal,5000,1258,2022-02-15,2021-11-25,"WELLS VINEYARD CHRISTIAN FELLOWSHIP","Registered nonprofitDonations eligible for Gift Aid.",20,"2022-02-15 50/2022-02-01 50/2022-01-21 50/2022-01-13 20/2022-01-07 150/2021-12-30 20/2021-12-29 30/2021-12-24 20/2021-12-24 50/2021-12-21 500/2021-12-18 15/2021-12-17 25/2021-12-14 30/2021-12-11 10/2021-12-11 10/2021-12-09 15/2021-12-08 50/2021-11-29 13/2021-11-27 50/2021-11-26 100","Our well loved van is coming to the end of its usable life and needs urgently replacing. We use the van each week to collect and deliver donated essential furniture such as beds and cookers to people in need. Without a working van  our ability to help people most in need across Wells and the surrounding villages will be more limited. Demand for help from Wells Vineyard Foodbank & Furniture Storehouse has risen 6-fold during the pandemic. In 2021  over 80 000 meals have been distributed in our area. People are referred by support agencies  GPs and schools and will receive a food box with approximately 4 days worth of food with 3 meals a day plus toiletries.     The Furniture Storehouse recycles donated furniture  stores it and distributes it free upon referral. In 2021  266 items of essential furniture such as beds and white goods were delivered to people in desperate need. Without a working van  we can no longer offer this service. We already have a third of the money we need to buy a van  but need your help to make this happen! You can make a difference by donating today to WELLS VINEYARD CHRISTIAN FELLOWSHIP.   Please note that the TIP at the end is an OPTIONAL DONATION to GoFundMe. If you do not want to leave an additional tip  then please set the amount to £0 by moving the slider tool before completing your donation. ",False
" PAYBACK TIME ✊ SIMFIT100 ","Leeds, Yorkshire and the Humber, United Kingdom",https://www.gofundme.com/f/payback-time-simfit100,1000,120,2022-02-17,2022-02-16,,,7,"2022-02-17 20/2022-02-16 10/2022-02-16 20/2022-02-16 20/2022-02-16 20/2022-02-16 20/2022-02-16 10","SIMFIT100 have been a sponsor of Vulnerable Citizen Support C.I.C for around 7/8 months - They have supported us with football kits for our mental health team to equipment to money ❤️ This team are amazing in how they support us !!     Now for SIMFIT100 to undertake the ‘Challenge’ - PAYBACK!!!!! ❤️❤️     Instructors of SIMFIT100 will give ‘CONTROL’ to their clients to give them 5 minutes of pure hell - Anything they can think of - can happen   Are SIMFIT100 up for this challenge………     This will take place:   Sunday 13th March 2022   Temple Newsam  10:15am ❤️    In return this will help VCS carry on with the vital duties they do day to day - it will help provide more food for the food bank - help with fuel costs to cover mental health calls - help with our local mental health classes & equipment to keep them going - ❤️❤️ each week we do around 50-100 food parcels to struggling families and try to assist people who are sleeping rough into suitable accommodation ❤️❤️",False
" Howden Helpers ""Christmas & Company&quot; Lunch ","Burland, Yorkshire and the Humber, United Kingdom",https://www.gofundme.com/f/howden-helpers-christmas-company-lunch,500,625,2021-12-22,2021-12-13,"Rotary Club of Howden Trust Fund","Registered nonprofitDonations eligible for Gift Aid.",14,"2021-12-22 100/2021-12-20 20/2021-12-20 50/2021-12-20 50/2021-12-19 40/2021-12-16 100/2021-12-16 10/2021-12-15 50/2021-12-13 50/2021-12-13 50/2021-12-13 20/2021-12-13 50/2021-12-13 30/2021-12-13 5","With less that 2 weeks to go we are almost ready to ‘Deck the Shire Hall with boughs of holly’ in readiness for the 3rd Christmas and Company lunch!   We are using money from the Howden Helpers account this year to help fund event itself  but one of the things that has been most satisfying in the past is the amazing amount of money (nearly £2 000) that we have been able to donate to local charities - especially the Mission Trinity Food Bank in Goole.   The fact that your generosity has enabled us to not only fulfil our main function of providing a Christmas lunch  great company and good cheer on Christmas Day but also to support families in real need in a very real way is extremely rewarding.   We have deliberately held off fund raising until we knew wether the event could go ahead - but we would like to try and continue our support for Mission Trinity.   To this end Howden Rotary have very kindly agreed to launch a donation page to raise funds which will be active very soon.   ",False
" Walker with us ","Maidstone, South East England, United Kingdom",https://www.gofundme.com/f/znzxj,2000,160,2022-02-18,2022-01-06,,,7,"2022-02-18 50/2022-01-20 10/2022-01-20 30/2022-01-13 30/2022-01-12 10/2022-01-11 10/2022-01-08 20","Hello     We are an organisation called Walker with us ! We are in the process of registration as a charity.     We want to raise money to provide support and activities for all kinds of people in and around Maidstone. When this charity grows hopefully we can cover other areas also.     The main aim of our charity is so people can get all kinds of support whether it is through a coffee morning or being referred to a food bank we are here to help !     We also use all donations for fun days  events and community activities.   This is a non profit organisation so all donations go to our community!.    So far we have managed to give Christmas presents to over 70 children that were not as fortunate Christmas 2021.   We have also done a 10 mile walk around mote park.   We have loads of events planned for this year but we need more donations to make this happen !     Please donate and join in all the fun we have planned for you :)     Thank you so much for your support   Walker with us team.   Xx",False
" Support for Tomi Waziri ","London, Greater London, United Kingdom",https://www.gofundme.com/f/support-for-tomi-waziri,10000,110,2022-02-13,2022-01-24,,,7,"2022-02-13 5/2022-02-01 10/2022-02-01 10/2022-01-29 25/2022-01-26 50/2022-01-24 5/2022-01-24 5","  The Tomi Waziri foundation is dedicated to reigniting hope love and kindness in humanity.   Tomi lost his sight September 2019 to an arm robbery attack on him.He was shot at the face and became blind immediately.Devastated by the bad news when the doctor told him he won’t be able to see again Even almost committing suicide realising the reality of blindness after 27 years of being a sighted person Tomi showed courage and turned his mess to a message He realised he could be a source of hope to millions of people if only he didn’t give up.   Now after a couple of outreach to juvenile homes persons with disabilities and the feed hundred project the organization is launching a food bank dedicated to persons with disabilities and the less privileged in my community here in Nigeria.   The initiative is titled Feed the disabled food bank. The organization plans to launch the food bank project on April 24th 2022.   Your support will be highly appreciated by donating towards the food bank to put a smile on the faces and food on tables of persons with disabilities and the needy here in Nigeria.God bless you as you become an ambassador of love and kindness.   Food stuffs donations like rice  beans  spaghetti  noodles  tomato paste  and the likes will be highly appreciated . For inquiries on how to donate and support     Instagram:   https://instagram.com/tomiwazirifoundation?utm_medium=copy_link    OpenSea : https://opensea.io/assets/matic/0x2953399124f0cbb46d2cbacd8a89cf0599974963/25974020542835949380985582884747750837262786565986079785528810728444674941216/    YouTube: https://youtube.com/playlist?list=PLvfGMvun3MKVlwudILUmXmMblJ_PLKE4q    Please call / WhatsApp : Tel: +2347061766748 For our past event  documentaries and stories watch YouTube link below   Organized by: Tomi Waziri Foundation in collaboration with Grillaz BBQ Bistro Cafe  NOMFRO Technologies &The social park club.      ",False
" Tammi need URGENT help!!! ","City of Birmingham, West Midlands, United Kingdom",https://www.gofundme.com/f/tammi-need-urgent-help,10000,50,2022-02-09,2022-02-09,,,1,"2022-02-09 50","Hi  my name is Tamara and I’m a 21 year old trans woman who was abandoned in Africa and had all her documents taken by my parents.    I struggled there for several months  trying to get money to come back and was able to get an emergency passport and the funds to return with the help of an organisation.    After coming back my mother still refused to give me my documents back resulting in me unable to make a housing benefits claim  UC claim  get a job  open a bank  or anything at all. We’ve contacted organisations  lawyers  the council and tried everything possible yet still no one could help me. I’ve been relying on the few good friends I’ve made here who’ve helped me out a lot  food banks and a woman working for an organisation who’s gone above and beyond for me since I got back but there’s only so much one can do.    The housing agency who placed my here have been able to keep me in this shared accommodation since October but now they want to start the eviction process and remove me. I’ll be back to being homeless and struggling simply because I have no documents or no where to go/ nothing to live on.    This is not an easy thing for me do to but I’m at rock bottom and have nothing to lose so in anyway you can help out  please do as I don’t know what to do again.",False
" The Scouse Fundraiser ","Liverpool, North West England, United Kingdom",https://www.gofundme.com/f/the-scouse-fundraiser,5000,101,2022-02-20,2022-02-02,,,8,"2022-02-20 15/2022-02-13 20/2022-02-10 13/2022-02-10 10/2022-02-10 10/2022-02-10 10/2022-02-09 13/2022-02-09 10","Hi everyone  we are putting on several events and challenges over the next 6 months or so  to try and raise much needed funds for charitable groups in Liverpool who look to alleviate poverty.   For the most part  with any money raised we will be supporting the following organisations:   1. Reaching Out - A homeless outreach community group   2. Aid to All - An independent emergency foodbank   3. Sefton Baby Baskets CIO - A charity supporting new mums and babies   4. Halle Obrien CIC - A CIC who provides children living in financial hardship with extra curricular activities to inspire them   We are running ‘Project Hygiene’ alongside this  and will be supporting the first 3 charitable groups through this initiative. I’m a nutshell  through this initiative we will be providing toiletries and household cleaning items to help alleviate hygiene poverty.   At the moment the event calendar is looking as follows:   Scouse Fundraiser 5-a-side Football Tournament - Sunday 6th March    Climb Mount Snowdon - Saturday 26th March   Yorkshire 3 Peak Challenge - Sunday 16th April  Liverpool Cathedral Abseil - Saturday 16th and 23rd July  Tough Mudder - Saturday 23rd July  ",False
