Activities,Address,Charity,CharityDescription,Complete,Created,Donations,Link,MostRecentDonation,Operates,Postcode,Raised
"The Trust owns and maintains Octavia Hill's Birthplace House in Wisbech, Cambridgeshire, a Grade II* Listed Georgian Building which contains exhibits, displays and archives of the life and work of Octavia Hill (1838 - 1912).
Within the Birthplace House there are two cottages containing three Incubator Office Units, a Tearoom, and Shop which are leased to and operated by Octavia Hill Trading Ltd.","Association Of Nhs Charities,Suite 68  Lake View House,Wilton Drive  CV34 6RG","NHS Charities Together"," NHS Charities are the offical way that the NHS raises, holds and spends charitable funds. There are 230 NHS charities in the country. NHS Charities Together (aka the Association of NHS Charities) is the umbrella organisation for the NHS' offical charities in the UK. Endorsed by the Department of Health and Social Care, and NHS England, NHS Charities Together provides support and grants only to these NHS' official charities.  NHS charities provide extra vital funds and services to NHS hospitals, ambulances, mental and community health trusts and health boards. This funding is above and beyond what the government provides and is spent on enhancing care and experience of patients. www.nhscharitiestogether.co.uk ",False,2020-05-20,"2020-05-30 100/2020-05-29 100/2020-05-29 100/2020-05-29 100/2020-05-28 15/2020-05-28 100/2020-05-28 50/2020-05-28 100/2020-05-27 101/2020-05-26 100/2020-05-26 20/2020-05-26 100/2020-05-25 15/2020-05-25 100/2020-05-25 30/2020-05-25 30/2020-05-24 100/2020-05-24 20/2020-05-24 40/2020-05-24 21/2020-05-23 50/2020-05-23 20/2020-05-23 60/2020-05-23 15/2020-05-23 10/2020-05-22 10/2020-05-22 25/2020-05-22 5/2020-05-22 20/2020-05-22 50/2020-05-22 20/2020-05-22 100/2020-05-22 15/2020-05-22 100/2020-05-22 15/2020-05-22 10/2020-05-22 10/2020-05-22 40/2020-05-22 10/2020-05-22 50/2020-05-22 20/2020-05-22 25/2020-05-22 25/2020-05-22 50/2020-05-22 10/2020-05-22 20/2020-05-22 15/2020-05-22 26/2020-05-21 100/2020-05-21 15/2020-05-21 10/2020-05-21 10/2020-05-21 15/2020-05-21 100/2020-05-21 150/2020-05-21 10/2020-05-21 30/2020-05-21 10/2020-05-21 20/2020-05-21 10/2020-05-21 51/2020-05-21 10/2020-05-21 100/2020-05-21 100/2020-05-21 50/2020-05-21 20/2020-05-21 100/2020-05-20 500",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=southallrelay&pageUrl=2,2020-05-30,Cambridgeshire,"PE13 1JE",3724
"Services for people with acquired Brain Injury - programmes aimed at different stages of developement - meeting a variety of needs.
Services in the Community for carers and families, giving assessment and support,Counselling, BMEG services and training.
Lifestyle Service offering 1 to 1 support for Brain Injured peop;le to access social,leisure and vocational apportunities in the Community.","Langsdale Street,Everton  Liverpool,  L3 8DU","Whitechapel Centre","The Whitechapel Centre is the leading homeless and housing charity for the Liverpool region. We work with people who are sleeping rough, living in hostels or struggling to manage their accommodation. We are committed to helping people find and maintain a home and learn the life skills essential for independent living.  Thank you for supporting the Whitechapel Centre. Your donation will help us to make a lasting change to lives of people who are homeless.   £5 could pay for a cooked breakfast for 10 rough sleepers.  £15 could buy an advice session, securing accommodation for someone who is homeless",True,2020-02-27,"2020-03-06 214/2020-03-05 30/2020-03-03 15/2020-03-02 15/2020-03-01 10/2020-02-29 5/2020-02-28 20/2020-02-28 10/2020-02-27 10",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=StaceySmith32&pageUrl=1,2020-03-06,"Birmingham City, Solihull","B45 9SN ",329
"The aim is to raise funds to support Holy Apostles Primary School children.","Coggans Well House Phoenix Lane,  Tiverton,Devon  EX16 6LU","Churches Housing Action Team mid Devon Limited","2020 marks 25 Years of tackling homelessness, avoiding evictions and bringing hope. Our advisors help those who are living rough, facing eviction or in any housing need across Mid Devon.  We can also can help address debt issues. The service is offered free of charge to our clients. Currently we are supporting over 800 per annum. We also run a food bank and provide shower and clothes-washing facilities for those who are living on the streets. For the 'Homeless 4 a Night event' go to: https:/****/fun-sleep",True,2020-05-09,"2020-05-18 10/2020-05-11 5/2020-05-10 10/2020-05-10 10/2020-05-10 10/2020-05-10 5/2020-05-10 15/2020-05-09 10",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=BeccyFarrow&pageUrl=1,2020-05-18,Gloucestershire,"GL52 6QZ",75
"The aim is to raise funds to support Holy Apostles Primary School children.","Coggans Well House Phoenix Lane,  Tiverton,Devon  EX16 6LU","Churches Housing Action Team mid Devon Limited","2020 marks 25 Years of tackling homelessness, avoiding evictions and bringing hope. Our advisors help those who are living rough, facing eviction or in any housing need across Mid Devon.  We can also can help address debt issues. The service is offered free of charge to our clients. Currently we are supporting over 800 per annum. We also run a food bank and provide shower and clothes-washing facilities for those who are living on the streets. For the 'Homeless 4 a Night event' go to: https:/****/fun-sleep",True,2020-05-05,"2020-05-11 10/2020-05-10 4/2020-05-08 20/2020-05-08 30/2020-05-05 10",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=BeckeyBoyles&pageUrl=1,2020-05-11,Gloucestershire,"GL52 6QZ",74
,"1 John Street,  Swindon,Wiltshire  SN1 1RT",Threshold,"Threshold is a Swindon based charity for single homeless people providing quality caring services and supportive hostel accommodation with resettlement programmes.     Threshold Strategic Objectives are: 1) To prevent homelessness 2) To alleviate the associated social exclusion of homelessness and actively assist recovery from its effects 3) Influence policy that affects homeless and socially excluded people  We support over 750 people each year. We do this through our street outreach service which helps those sleeping on the Swindon's streets and through our move-on projects and  resettlement hostels.  Welcoming vulnerable homeless people into our projects is only part of our role; preparing them to live independently is just as important. Our sources of income are grants from government and charitable foundations and trusts and licence fee income. However, we also rely upon the continued generosity of members of the public and our supporters just like you. Please help us continue to give homeless people the chance to change.",True,,,https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=BernieWoulfe&pageUrl=1,,"Devon, Dorset",,0
"The aim is to raise funds to support Holy Apostles Primary School children.","Coggans Well House Phoenix Lane,  Tiverton,Devon  EX16 6LU","Churches Housing Action Team mid Devon Limited","2020 marks 25 Years of tackling homelessness, avoiding evictions and bringing hope. Our advisors help those who are living rough, facing eviction or in any housing need across Mid Devon.  We can also can help address debt issues. The service is offered free of charge to our clients. Currently we are supporting over 800 per annum. We also run a food bank and provide shower and clothes-washing facilities for those who are living on the streets. For the 'Homeless 4 a Night event' go to: https:/****/fun-sleep",False,2020-05-04,"2020-05-15 5/2020-05-15 50/2020-05-14 10/2020-05-13 15/2020-05-13 330/2020-05-13 25/2020-05-13 40/2020-05-12 50/2020-05-12 25/2020-05-12 30/2020-05-11 30/2020-05-11 25/2020-05-11 25/2020-05-11 10/2020-05-11 25/2020-05-10 25/2020-05-10 25/2020-05-10 25/2020-05-10 25/2020-05-09 30/2020-05-09 50/2020-05-09 50/2020-05-09 25/2020-05-09 15/2020-05-09 10/2020-05-09 10/2020-05-09 10/2020-05-09 10/2020-05-08 5/2020-05-08 10/2020-05-08 10/2020-05-08 15/2020-05-08 15/2020-05-08 20/2020-05-08 10/2020-05-05 5/2020-05-04 25/2020-05-04 25",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=BlundellsSleepOut4CHAT&pageUrl=1,2020-05-15,Gloucestershire,"GL52 6QZ",1260
"The aim is to raise funds to support Holy Apostles Primary School children.","Coggans Well House Phoenix Lane,  Tiverton,Devon  EX16 6LU","Churches Housing Action Team mid Devon Limited","2020 marks 25 Years of tackling homelessness, avoiding evictions and bringing hope. Our advisors help those who are living rough, facing eviction or in any housing need across Mid Devon.  We can also can help address debt issues. The service is offered free of charge to our clients. Currently we are supporting over 800 per annum. We also run a food bank and provide shower and clothes-washing facilities for those who are living on the streets. For the 'Homeless 4 a Night event' go to: https:/****/fun-sleep",False,2020-04-30,"2020-05-19 40/2020-05-18 21/2020-05-16 50/2020-05-15 30/2020-05-10 25/2020-05-09 100/2020-05-09 100/2020-05-09 5/2020-05-09 10/2020-05-09 15/2020-05-09 14/2020-05-09 10/2020-05-08 10/2020-05-08 50/2020-05-08 20/2020-05-08 10/2020-05-08 20/2020-05-08 5/2020-05-08 10/2020-05-08 25/2020-05-08 20/2020-05-07 15/2020-05-07 10/2020-05-07 25/2020-05-07 20/2020-05-07 15/2020-05-06 8/2020-05-05 20/2020-05-05 30/2020-05-05 10/2020-05-02 10/2020-05-02 21/2020-04-30 15",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=CHARGEforCHAT&pageUrl=1,2020-05-19,Gloucestershire,"GL52 6QZ",940
,"YMCA Derbyshire,770 London Road  Alvaston,Derby  DE24 8UT","YMCA Derbyshire","YMCA Derbyshire founded in 1847 is an independent Christian charity committed to helping young people, particularly at times of need, regardless of gender, race, ability or faith.  Our two core service areas are accommodation and YMCA Key College. We provide accommodation at our Campus and in the community for people who find themselves temporarily without somewhere to live. Our belief is that stable accommodation and a journey that is person-centred will assist individuals in moving forward.  Our vision is enabling young people and communities to thrive.",False,2020-02-03,"2020-03-09 10/2020-03-07 15/2020-03-07 10/2020-03-07 50/2020-03-07 20/2020-03-05 10/2020-03-03 10/2020-02-28 20/2020-02-25 15/2020-02-25 20/2020-02-24 5/2020-02-19 10/2020-02-07 20/2020-02-05 20/2020-02-05 10/2020-02-04 15/2020-02-04 20/2020-02-04 100/2020-02-04 10/2020-02-04 15/2020-02-04 10/2020-02-04 20/2020-02-03 20/2020-02-03 10",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=CarleyHassell&pageUrl=1,2020-03-09,,,530
,"1st Floor,Gracemead House, Woods Avenue  Hatfield,Hertfordshire  AL10 8HX","Herts Young Homeless","Herts Young Homeless – making a difference to the lives of young homeless people  At hyh, we believe that every young person deserves a safe, warm and comfortable home. We’re committed to making a real difference to the lives of young people aged 16 - 24 in the local community who are homeless or threatened with homelessness. We offer support, advice and information and help them achieve the skills they need to be able to live independently. We work closely with vulnerable people and their families, using mediation to help them stay in their homes whenever we can, and if that’s not possible, providing practical solutions and crisis intervention to make sure they feel safe and secure in their new environment.  hyh also gives valuable support to groups with specific needs, such as care leavers, young offenders, those with mental health issues and people recovering from drug and alcohol abuse. We want to make sure they have a firm base for a brighter future – and your fundraising activities are an essential part of this. Where will the money go?  All the funds you raise will contribute towards helping vulnerable young people who are either homeless or faced with homelessness find a safe place to live, receive support when they need it and have someone to turn to when they feel they have nowhere else to go. Most of all, you’ll be giving them hope and a real opportunity for a positive future.       ",True,,,https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=HertsYoungHomelesstaffteam&pageUrl=2&isTeam=true,,"Throughout London",,0
,"1st Floor,Gracemead House, Woods Avenue  Hatfield,Hertfordshire  AL10 8HX","Herts Young Homeless","Herts Young Homeless – making a difference to the lives of young homeless people  At hyh, we believe that every young person deserves a safe, warm and comfortable home. We’re committed to making a real difference to the lives of young people aged 16 - 24 in the local community who are homeless or threatened with homelessness. We offer support, advice and information and help them achieve the skills they need to be able to live independently. We work closely with vulnerable people and their families, using mediation to help them stay in their homes whenever we can, and if that’s not possible, providing practical solutions and crisis intervention to make sure they feel safe and secure in their new environment.  hyh also gives valuable support to groups with specific needs, such as care leavers, young offenders, those with mental health issues and people recovering from drug and alcohol abuse. We want to make sure they have a firm base for a brighter future – and your fundraising activities are an essential part of this. Where will the money go?  All the funds you raise will contribute towards helping vulnerable young people who are either homeless or faced with homelessness find a safe place to live, receive support when they need it and have someone to turn to when they feel they have nowhere else to go. Most of all, you’ll be giving them hope and a real opportunity for a positive future.       ",True,,,https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=HertsYoungHomelesstaffteam&pageUrl=2&isTeam=true,,"Throughout London",,0
