Title,Location,Link,Raised,Target,MostRecentDonation,Created,Organization,OrganizationDetails,DonationCount,Donations,Description,Complete
" Helping Wolverhampton food banks ","Tipton, West Midlands, United Kingdom",https://www.gofundme.com/f/helping-wolverhampton-food-banks,1000,20,2022-02-23,2022-02-14,,,1,"2022-02-23 20","Hi all  with the cost of living on the rise and it becoming a difficult time for everybody  charities need as much help as they can get. So I want to help raise funds for several good banks in the Wolverhampton area. Not only will they need help paying for everything  but the amount of people that may be forced to use food banks is only set to rise  so to help them be able to provide food for those that need it most  I’m looking to raise as much as I can  even to help in the short term and provide them with a much needed boost. We never know if we might need a food bank at some point in the future and I hope to help so they can continue doing the fantastic work they currently do. ",False
" Raise Money For food banks ","Melton Mowbray, East Midlands, United Kingdom",https://www.gofundme.com/f/5p2wg-raise-money-for-food-banks,2500,20,2021-12-30,2021-12-24,,,1,"2021-12-30 20","Hello I'm Andrew  this fundraiser will help keep the local food bank open & running. After the past year -18months has put a strain on family's who are struggling financially to buy food  hopefully the donations will go towards the cost of rent etc so they can keep open to support the family's  any donations will be greatly appreciated many thanks",False
" Finedon foodbank storage container. ","Finedon, East Midlands, United Kingdom",https://www.gofundme.com/f/finedon-foodbank-storage-container,600,40,2022-02-22,2022-02-21,,,2,"2022-02-22 20/2022-02-22 20","Hi. As you know Finedon foodbank has to leave it’s premises in two weeks at finedin cricket club .     We have found a storage unit available at £172. 00 a month with one months deposit and two months rent upfront.     We are doing this to try and fund the upfront costs.     ",False
" PAYBACK TIME ✊ SIMFIT100 ","Leeds, Yorkshire and the Humber, United Kingdom",https://www.gofundme.com/f/payback-time-simfit100,1000,275,2022-03-15,2022-02-16,,,16,"2022-03-15 10/2022-03-15 10/2022-03-14 30/2022-03-14 10/2022-03-14 20/2022-03-12 20/2022-03-12 25/2022-02-22 20/2022-02-22 10/2022-02-17 20/2022-02-16 10/2022-02-16 20/2022-02-16 20/2022-02-16 20/2022-02-16 20/2022-02-16 10","SIMFIT100 have been a sponsor of Vulnerable Citizen Support C.I.C for around 7/8 months - They have supported us with football kits for our mental health team to equipment to money ❤️ This team are amazing in how they support us !!     Now for SIMFIT100 to undertake the ‘Challenge’ - PAYBACK!!!!! ❤️❤️     Instructors of SIMFIT100 will give ‘CONTROL’ to their clients to give them 5 minutes of pure hell - Anything they can think of - can happen   Are SIMFIT100 up for this challenge………     This will take place:   Sunday 10th April 2022   Temple Newsam  10:15am ❤️    In return this will help VCS carry on with the vital duties they do day to day - it will help provide more food for the food bank - help with fuel costs to cover mental health calls - help with our local mental health classes & equipment to keep them going - ❤️❤️ each week we do around 50-100 food parcels to struggling families and try to assist people who are sleeping rough into suitable accommodation ❤️❤️",False
" MARKS CHARITY SKYDIVE FOR DEPHER ","Cockerham, North West England, United Kingdom",https://www.gofundme.com/f/marks-charity-skydive-for-depher,1000,290,2022-03-19,2022-02-24,,,15,"2022-03-19 10/2022-03-17 25/2022-03-17 25/2022-03-12 10/2022-03-12 10/2022-03-12 10/2022-03-12 5/2022-03-12 20/2022-03-12 10/2022-03-12 20/2022-03-07 5/2022-03-02 20/2022-03-01 10/2022-02-26 100/2022-02-24 10","During my childhood money was extremely tight to the point where me and my four siblings were only having two meals a day. Our father worked long hours travelling from Yorkshire to London and back every day delivering. But no matter how hard he worked it just wasn't enough to feed his family. Back in the early 90s there wasn't much help as in food banks and charities that help communities. So a few years ago I made it my aim and ambition to raise money for worthwhile charities that help the community. Where the money raised goes directly to the people that need it. This is my third skydive for charity and I've never come across such a fantastic guy such as James Anderson is and his amazing team at Depher. So please donate as much as you can to help me raise funds for such a worthy cause. The skydive will take place at black knights Parachute centre on 30th July",False
" Walker with us ","Maidstone, South East England, United Kingdom",https://www.gofundme.com/f/znzxj,2000,160,2022-02-18,2022-01-06,,,7,"2022-02-18 50/2022-01-20 10/2022-01-20 30/2022-01-13 30/2022-01-12 10/2022-01-11 10/2022-01-08 20","Hello     We are an organisation called Walker with us ! We are in the process of registration as a charity.     We want to raise money to provide support and activities for all kinds of people in and around Maidstone. When this charity grows hopefully we can cover other areas also.     The main aim of our charity is so people can get all kinds of support whether it is through a coffee morning or being referred to a food bank we are here to help !     We also use all donations for fun days  events and community activities.   This is a non profit organisation so all donations go to our community!.    So far we have managed to give Christmas presents to over 70 children that were not as fortunate Christmas 2021.   We have also done a 10 mile walk around mote park.   We have loads of events planned for this year but we need more donations to make this happen !     Please donate and join in all the fun we have planned for you :)     Thank you so much for your support   Walker with us team.   Xx",False
" Support for Tomi Waziri ","London, Greater London, United Kingdom",https://www.gofundme.com/f/support-for-tomi-waziri,10000,110,2022-02-13,2022-01-24,,,7,"2022-02-13 5/2022-02-01 10/2022-02-01 10/2022-01-29 25/2022-01-26 50/2022-01-24 5/2022-01-24 5","  The Tomi Waziri foundation is dedicated to reigniting hope love and kindness in humanity.   Tomi lost his sight September 2019 to an arm robbery attack on him.He was shot at the face and became blind immediately.Devastated by the bad news when the doctor told him he won’t be able to see again Even almost committing suicide realising the reality of blindness after 27 years of being a sighted person Tomi showed courage and turned his mess to a message He realised he could be a source of hope to millions of people if only he didn’t give up.   Now after a couple of outreach to juvenile homes persons with disabilities and the feed hundred project the organization is launching a food bank dedicated to persons with disabilities and the less privileged in my community here in Nigeria.   The initiative is titled Feed the disabled food bank. The organization plans to launch the food bank project on April 24th 2022.   Your support will be highly appreciated by donating towards the food bank to put a smile on the faces and food on tables of persons with disabilities and the needy here in Nigeria.God bless you as you become an ambassador of love and kindness.   Food stuffs donations like rice  beans  spaghetti  noodles  tomato paste  and the likes will be highly appreciated . For inquiries on how to donate and support     Instagram:   https://instagram.com/tomiwazirifoundation?utm_medium=copy_link    OpenSea : https://opensea.io/assets/matic/0x2953399124f0cbb46d2cbacd8a89cf0599974963/25974020542835949380985582884747750837262786565986079785528810728444674941216/    YouTube: https://youtube.com/playlist?list=PLvfGMvun3MKVlwudILUmXmMblJ_PLKE4q    Please call / WhatsApp : Tel: +2347061766748 For our past event  documentaries and stories watch YouTube link below   Organized by: Tomi Waziri Foundation in collaboration with Grillaz BBQ Bistro Cafe  NOMFRO Technologies &The social park club.      ",False
" Tammi need URGENT help!!! ","City of Birmingham, West Midlands, United Kingdom",https://www.gofundme.com/f/tammi-need-urgent-help,10000,50,2022-02-09,2022-02-09,,,1,"2022-02-09 50","Hi  my name is Tamara and I’m a 21 year old trans woman who was abandoned in Africa and had all her documents taken by my parents.    I struggled there for several months  trying to get money to come back and was able to get an emergency passport and the funds to return with the help of an organisation.    After coming back my mother still refused to give me my documents back resulting in me unable to make a housing benefits claim  UC claim  get a job  open a bank  or anything at all. We’ve contacted organisations  lawyers  the council and tried everything possible yet still no one could help me. I’ve been relying on the few good friends I’ve made here who’ve helped me out a lot  food banks and a woman working for an organisation who’s gone above and beyond for me since I got back but there’s only so much one can do.    The housing agency who placed my here have been able to keep me in this shared accommodation since October but now they want to start the eviction process and remove me. I’ll be back to being homeless and struggling simply because I have no documents or no where to go/ nothing to live on.    This is not an easy thing for me do to but I’m at rock bottom and have nothing to lose so in anyway you can help out  please do as I don’t know what to do again.",False
" GFTH Cycle from Gloucester to Lands End ","Gloucester, South West England, United Kingdom",https://www.gofundme.com/f/gfth-cycle-from-gloucester-to-lands-end,1000,110,2022-03-07,2022-03-03,,,8,"2022-03-07 20/2022-03-06 10/2022-03-04 10/2022-03-04 20/2022-03-04 20/2022-03-03 10/2022-03-03 10/2022-03-03 10","Hi     My name is Steve Wakefield and I’m involved with an organisation called Gloucester Feed The Hungry (check us out on Facebook).     GFTH was set up just over 5 years ago to provide hot meals  free haircuts  clothing and toiletries to the homeless and vulnerable in our community.    Since then GFTH have set up a full time foodbank and in the past two years have served over 15 000 meals and over 3000 free food parcels to the homeless  vulnerable and those needing a helping hand. Pretty impressive right?!    GFTH have recently started a daily hot food programme with approximately 3500 meals served in the past two months alone.    All this is done with founder Hash Norat holding down a full time job (as well as many of the volunteers too).     We now need your help to raise £10 000 collectively  for us to purchase a food trailer. This will allow us to support more of our homeless and vulnerable in our city but more importantly  all of Gloucestershire.    I am taking part in a fundraising cycle from Gloucester Cathedral to Land's End  to be completed over two days.     Please help us to make our vision a reality  by sponsoring anything you can. Every penny helps!     Your every penny will be supporting our most vulnerable for years to come.     Again  please check us out on Facebook and see all of the great work that we do.     Thank you so much I’m advance.     Steve",False
" The Scouse Fundraiser ","Liverpool, North West England, United Kingdom",https://www.gofundme.com/f/the-scouse-fundraiser,2000,641,2022-03-08,2022-02-02,,,10,"2022-03-08 100/2022-03-07 440/2022-02-20 15/2022-02-13 20/2022-02-10 13/2022-02-10 10/2022-02-10 10/2022-02-10 10/2022-02-09 13/2022-02-09 10","Hi everyone  we are putting on several events and challenges over the next 6 months or so  to try and raise much needed funds for charitable groups in Liverpool who look to alleviate poverty.   For the most part  with any money raised we will be supporting the following organisations:   1. Reaching Out - A homeless outreach community group   2. Aid to All - An independent emergency foodbank   3. Sefton Baby Baskets CIO - A charity supporting new mums and babies   4. Halle Obrien CIC - A CIC who provides children living in financial hardship with extra curricular activities to inspire them   We are running ‘Project Hygiene’ alongside this  and will be supporting the first 3 charitable groups through this initiative. I’m a nutshell  through this initiative we will be providing toiletries and household cleaning items to help alleviate hygiene poverty.   At the moment the event calendar is looking as follows:   Scouse Fundraiser 5-a-side Football Tournament - Sunday 6th March    Climb Mount Snowdon - Saturday 26th March   Yorkshire 3 Peak Challenge - Sunday 16th April  Liverpool Cathedral Abseil - Saturday 16th and 23rd July  ",False
