Key,Activities,Address,Charity,Complete,Created,Description,Donations,Link,MostRecentDonation,Operates,Postcode,Raised
0,,"200 New London Road,  Chelmsford,Essex  CM2 9AB","CHESS Homeless",True,2020-08-12,"CHESS Homeless seeks to relieve homelessness and related hardship and distress amongst single adults in Chelmsford and Essex, through the provision of support services and temporary accommodation that helps them move on in their lives. CHESS currently operates a direct access 9 bedroom night shelter in Chelmsford, providing a safe enviroment and services, including a bedroom, hygiene/laundry facilities, home cooked meals and drinks.  CHESS also provides 5 other properties including an annex to the night shelter and 4 move on shared accommodation sites, which serve as a further step towards indpendent living. This in turn means we can house 32 individuals in total at any given time. Not having access to everyday essentials and services makes it difficult for those experiencing homelessness to sustain relationships, employment and contribute to society. They often come from chaotic backgrounds with complex needs. Many CHESS Service Users have had the additional trauma of rough sleeping and health related issues. Not having any structure to their day makes it extremely hard for them to gain control of their lives, which can have a detrimental effect on their health, leading to addiction, depression and poorer physical well-being. Once enrolled into the CHESS Change Programme, residents are assigned to a Support Worker who works with the individual to indentify causes of homelessness and address issues they may be facing.  They will assist them with registerig woth local services, and ultimately securnig more permanent accommodation. We offer a professional counselling service, and refer to other providers to help them with any problems they have that empowers them to move on in their lives. We offer certificated training courses providing qualifications that could lead to employment. We also run a Winter Project between November and March, offering 10 emergency beds and breakfast to rough sleepers. Alongside this our Outreach Team will support any rough sleepers referred via Streetlink, covering Chelmsford, Maldon, Braintree and Epping. We provide sleeping bags, warm clothes and snacks, with the possibility of temporary accommodation at our Night Shelter for emergency cases.","2020-08-17 10/2020-08-17 20/2020-08-17 10/2020-08-16 20/2020-08-16 30/2020-08-16 15/2020-08-15 10/2020-08-14 15/2020-08-14 30/2020-08-13 30/2020-08-12 20/2020-08-12 30/2020-08-12 5/2020-08-12 10/2020-08-12 5/2020-08-12 10",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=CHESS&pageUrl=2,2020-08-17,,,270
1,,"Boho One Bridge Street West,  Middlesbrough,North Yorkshire  TS2 1AE","CEO Sleepout UK",False,2020-10-05,,"2020-10-30 20/2020-10-09 15/2020-10-09 15/2020-10-09 20/2020-10-09 25/2020-10-09 20/2020-10-08 20/2020-10-07 30/2020-10-07 20/2020-10-07 30/2020-10-07 15/2020-10-07 20/2020-10-07 10/2020-10-07 20/2020-10-06 15/2020-10-06 10/2020-10-06 30/2020-10-06 50/2020-10-06 50/2020-10-06 10/2020-10-06 20/2020-10-05 50",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=AdrianMcNay1&pageUrl=1,2020-10-30,"Throughout England And Wales",,610
2,"We promote education, training and entertainment through performances of live shows and arts displays.","Oakley Hall,8 Castle Street  High Wycombe,  HP13 6RF","Wycombe Homeless Connection",True,2020-10-17,"Wycombe Homeless Connection helps people who are homeless, or facing homelessness by Thank you for joining us to change the lives of vulnerable people in our community.     We work across Buckinghamshire, providing free, specialist, independent advice and support.  ","2020-10-27 30/2020-10-24 15/2020-10-20 100/2020-10-19 15/2020-10-19 20/2020-10-19 30/2020-10-19 20/2020-10-19 15/2020-10-19 15/2020-10-17 10/2020-10-17 30",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=AndrewMcBarnett&pageUrl=1,2020-10-27,Essex,"CO15 1LE",300
3,,"1 John Street,  Swindon,Wiltshire  SN1 1RT",Threshold,True,,"Threshold is a Swindon based charity for single homeless people providing quality caring services and supportive hostel accommodation with resettlement programmes.     Threshold Strategic Objectives are: 1) To prevent homelessness 2) To alleviate the associated social exclusion of homelessness and actively assist recovery from its effects 3) Influence policy that affects homeless and socially excluded people  We support over 750 people each year. We do this through our street outreach service which helps those sleeping on the Swindon's streets and through our move-on projects and  resettlement hostels.  Welcoming vulnerable homeless people into our projects is only part of our role; preparing them to live independently is just as important. Our sources of income are grants from government and charitable foundations and trusts and licence fee income. However, we also rely upon the continued generosity of members of the public and our supporters just like you. Please help us continue to give homeless people the chance to change.",,https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=BernieWoulfe&pageUrl=1,,"Devon, Dorset",,0
4,,"Flat 15,Edgar Court  Sycamore Grove,New Malden  KT3 3DQ","Youth With A Mission, Bolivia - Operation Restoration",False,2020-09-03,"Operation Restoration -  Youth With A Mission Bolivia  Bringing hope to children living on the streets of Bolivia though  street work,  a reception house,  restoration homes  and  reintegration homes","2020-10-08 50/2020-10-04 10/2020-10-03 15/2020-10-02 50/2020-09-29 200/2020-09-29 30/2020-09-22 80/2020-09-21 50/2020-09-18 15/2020-09-17 50/2020-09-15 115/2020-09-08 30/2020-09-03 75",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=BillOConnor&pageUrl=2,2020-10-08,,,1110
5,,"Bromley United Reformed Church,20 Widmore Road  Bromley,  BR1 1RY","The Bromley Homeless Shelter",True,,"Throughout the year The Bromley Homeless Shelter operates an advice service to help prevent people from becoming homeless or to resolve their problems if they are already homeless.  During the winter months we operate two winter night shelters, providing a warm place to sleep and a hot meal.",,https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=BrendaParsons3&pageUrl=1,,,,0
6,,"Bromley United Reformed Church,20 Widmore Road  Bromley,  BR1 1RY","The Bromley Homeless Shelter",True,2020-10-28,"Throughout the year The Bromley Homeless Shelter operates an advice service to help prevent people from becoming homeless or to resolve their problems if they are already homeless.  During the winter months we operate two winter night shelters, providing a warm place to sleep and a hot meal.","2020-10-30 20/2020-10-28 20",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=CarolineSmith104&pageUrl=2,2020-10-30,,,40
7,"We promote education, training and entertainment through performances of live shows and arts displays.","Oakley Hall,8 Castle Street  High Wycombe,  HP13 6RF","Wycombe Homeless Connection",True,2020-10-29,"Wycombe Homeless Connection helps people who are homeless, or facing homelessness by Thank you for joining us to change the lives of vulnerable people in our community.     We work across Buckinghamshire, providing free, specialist, independent advice and support.  ","2020-10-31 5/2020-10-30 10/2020-10-29 30/2020-10-29 30",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=CraigWiseman1&pageUrl=1,2020-10-31,Essex,"CO15 1LE",75
8,,"Crisis,66 Commercial Street  London,London  E1 6LT",Crisis,False,2020-06-20," Crisis is the national charity for homeless people. We are committed to ending homelessness.  Every day we see the devastating impact homelessness has on people’s lives. Every year we work side by side with thousands of homeless people, to help them rebuild their lives and leave homelessness behind for good. Through our pioneering research into the causes and consequences of homelessness and the solutions to it, we know what it will take to end it. Together with others who share our resolve, we bring our knowledge, experience and determination to campaign for the changes that will solve the homelessness crisis once and for all. We bring together a unique volunteer effort each Christmas, to bring warmth, companionship and vital services to people at one of the hardest times of the year, and offer a starting point out of homelessness.  We know that homelessness is not inevitable. We know that together we can end it. Registered Charity Numbers: E&W1082947, SC040094     ","2020-08-03 25/2020-07-31 31/2020-07-31 5/2020-07-27 25/2020-07-21 5/2020-07-14 20/2020-07-09 20/2020-07-06 20/2020-07-04 30/2020-07-03 20/2020-07-01 15/2020-06-30 5/2020-06-30 1/2020-06-29 20/2020-06-29 7/2020-06-29 10/2020-06-27 25/2020-06-26 25/2020-06-25 30/2020-06-25 15/2020-06-24 20/2020-06-24 30/2020-06-22 25/2020-06-22 15/2020-06-21 5/2020-06-21 5/2020-06-21 20/2020-06-21 30/2020-06-21 4/2020-06-21 5/2020-06-21 5/2020-06-21 20/2020-06-20 5/2020-06-20 5/2020-06-20 5/2020-06-20 20/2020-06-20 5/2020-06-20 10/2020-06-20 10/2020-06-20 5/2020-06-20 50/2020-06-20 10/2020-06-20 15/2020-06-20 15/2020-06-20 15/2020-06-20 5",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=DeclanPeters&pageUrl=1,2020-08-03,India,"E13 0PY",830
9,"We promote education, training and entertainment through performances of live shows and arts displays.","Oakley Hall,8 Castle Street  High Wycombe,  HP13 6RF","Wycombe Homeless Connection",True,2020-09-07,"Wycombe Homeless Connection helps people who are homeless, or facing homelessness by Thank you for joining us to change the lives of vulnerable people in our community.     We work across Buckinghamshire, providing free, specialist, independent advice and support.  ","2020-10-27 10/2020-09-07 25/2020-09-07 20",https://uk.virginmoneygiving.com/fundraiser-display/showROFundraiserPage?userUrl=DonnaRichardson5&pageUrl=2,2020-10-27,Essex,"CO15 1LE",55
